99039	travel	Of the topless-only clubs (all of which have full bars), the two best are Cheetah's Topless Lounge, 2112 Western Avenue (Tel.702/384-0074), an intimate, friendly place, and Olympic Garden Cabaret, 1531 Las Vegas Boulevard South (Tel. 702/385-8987) which, with eleven full-size stages, is quite the opposite.	Cheetah's Topless Lounge is considered one of the best topless-only clubs.	entailment
8688	fiction	Large birds and heavy pigs complained loudly at the new world around them.	They joined together to make their complaints heard even louder.	neutral
84028	telephone	all sorts of things that i don't think you know we typically do  we don't take that much time to talk	We love to talk about that.	contradiction
7032	fiction	You mean Jane Finn?	Jane Finn, you mean?	entailment
68952	slate	She was not like 800 interns, Davis said.	She was unique, according to Davis.	entailment
82865	fiction	But a stud to catch a fighting stud was another plan altogether.	No stud could ever be used to catch another stud. 	contradiction
21938	telephone	Dead Dead Zone that's one i liked	I enjoyed Dead Dead Zone.	entailment
21552	fiction	How did he get ahead of us? 	He ran ahead of us.	neutral
9912	telephone	and at the end of the month hopefully everything came out pretty close so we just kept certain things out for like i said for groceries um but even at that point you know she'd say oh you know we we need this or the budget's not doing this or that uh course me i didn't run it like she ran it like you run it now	I did not do a great job with the budget as she did.	neutral
67722	travel	Its avant-garde circular design contrasts sharply with the dreary buildings around it.	Its surrounded by very vibrant and well designed buildings in comparison.	contradiction
