index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	gold_label
1904	69835	69835c	travel	( ( ( Gondola Getaway ) ( -LRB- ( ( 5437 ( East ( Ocean Boulevard ) ) ) -RRB- ) ) ) ( ( ( offers ( gondola cruises ) ) ( through ( ( the canals ) ( of ( Naples Island ) ) ) ) ) . ) )	( ( Gondola Getaway ) ( ( steers ( clear ( of ( ( the canals ) ( of ( Naples Island ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (NNP Gondola) (NNP Getaway)) (PRN (-LRB- -LRB-) (NP (NNP 5437) (NNP East) (NNP Ocean) (NNP Boulevard)) (-RRB- -RRB-))) (VP (VBZ offers) (NP (NN gondola) (NNS cruises)) (PP (IN through) (NP (NP (DT the) (NNS canals)) (PP (IN of) (NP (NNP Naples) (NNP Island)))))) (. .)))	(ROOT (S (NP (NNP Gondola) (NNP Getaway)) (VP (VBZ steers) (ADJP (JJ clear) (PP (IN of) (NP (NP (DT the) (NNS canals)) (PP (IN of) (NP (NNP Naples) (NNP Island))))))) (. .)))	Gondola Getaway (5437 East Ocean Boulevard) offers gondola cruises through the canals of Naples Island.	Gondola Getaway steers clear of the canals of Naples Island.	contradiction	contradiction
2632	96696	96696c	fiction	( ( Dave Hanson ) ( ( ( came awake ) ( ( ( trying ( to scream ) ) and ) ( ( thrusting ( at ( ( the bed ) ( with ( arms ( too weak ) ) ) ) ) ) ( to ( raise him ) ) ) ) ) . ) )	( Dave ( ( ( remained asleep ) ( as ( he ( tried ( to ( get up ) ) ) ) ) ) . ) )	(ROOT (S (NP (NNP Dave) (NNP Hanson)) (VP (VBD came) (ADJP (RB awake)) (S (VP (VP (VBG trying) (S (VP (TO to) (VP (VB scream))))) (CC and) (VP (VBG thrusting) (PP (IN at) (NP (NP (DT the) (NN bed)) (PP (IN with) (NP (NP (NNS arms)) (ADJP (RB too) (JJ weak)))))) (S (VP (TO to) (VP (VB raise) (NP (PRP him))))))))) (. .)))	(ROOT (S (NP (NNP Dave)) (VP (VBD remained) (ADJP (RB asleep)) (SBAR (IN as) (S (NP (PRP he)) (VP (VBD tried) (S (VP (TO to) (VP (VB get) (PRT (RP up))))))))) (. .)))	 Dave Hanson came awake trying to scream and thrusting at the bed with arms too weak to raise him.	Dave remained asleep as he tried to get up.	contradiction	contradiction
11879	138174	138174n	fiction	( He ( ( ( ( ran ( his hand ) ) ( through ( his hair ) ) ) ( as ( ( ( Ca ( ` ( daan 's ) ) ) uncle ) ( had done ) ) ) ) . ) )	( ( ( Ca ( ` ( daan 's ) ) ) uncle ) ( ( was ( named Phil ) ) . ) )	(ROOT (S (NP (PRP He)) (VP (VBD ran) (NP (PRP$ his) (NN hand)) (PP (IN through) (NP (PRP$ his) (NN hair))) (SBAR (IN as) (S (NP (NP (JJ Ca) (`` `) (NNS daan) (POS 's)) (NN uncle)) (VP (VBD had) (VP (VBN done)))))) (. .)))	(ROOT (S (NP (NP (JJ Ca) (`` `) (NNS daan) (POS 's)) (NN uncle)) (VP (VBD was) (VP (VBN named) (NP (NNP Phil)))) (. .)))	He ran his hand through his hair as Ca'daan's uncle had done.	Ca'daan's uncle was named Phil. 	neutral	neutral
21978	70643	70643c	government	( ( David Lewis ) ( ( commented ( that ( ( during ( the ( last ( five years ) ) ) ) ( , ( patients ( have ( been ( ( bringing ( ( a ( great deal ) ) ( of information ) ) ) ( to ( medical encounters ) ) ) ) ) ) ) ) ) ) . ) )	( ( During ( the ( past ( 5 years ) ) ) ) ( ( patients behavior ) ( ( ( has n't ) ( changed ( at all ) ) ) . ) ) )	(ROOT (S (NP (NNP David) (NNP Lewis)) (VP (VBD commented) (SBAR (IN that) (S (PP (IN during) (NP (DT the) (JJ last) (CD five) (NNS years))) (, ,) (NP (NNS patients)) (VP (VBP have) (VP (VBN been) (VP (VBG bringing) (NP (NP (DT a) (JJ great) (NN deal)) (PP (IN of) (NP (NN information)))) (PP (TO to) (NP (JJ medical) (NNS encounters))))))))) (. .)))	(ROOT (S (PP (IN During) (NP (DT the) (JJ past) (CD 5) (NNS years))) (NP (NNS patients) (NN behavior)) (VP (VBZ has) (RB n't) (VP (VBN changed) (ADVP (IN at) (DT all)))) (. .)))	David Lewis commented that during the last five years, patients have been bringing a great deal of information to medical encounters.	During the past 5 years patients behavior hasn't changed at all. 	contradiction	contradiction
48235	42662	42662c	government	( It ( ( ( is ( advisable ( to ( ( provide ( a ( preconditioned ( ( -LRB- ( deionized -RRB- ) ) ( feed water ) ) ) ) ) ( by ( ( using ( ( ( ( ( ( a Culligana ) , ) Continentala ) , ) or ) ( ( equivalent system ) ( in ( front ( of ( the ( MILLIPOREa System ) ) ) ) ) ) ) ) ( to ( extend ( ( the life ) ( of ( the ( MILLIPOREa cartridges ) ) ) ) ) ) ) ) ) ) ) ) ( -LRB- ( ( see ( ( ( ( ( ( ( ( Section 5 ) , ) Facilities ) , ) Equipment ) , ) and ) Supplies ) ) -RRB- ) ) ) . ) )	( It ( ( 's ( impossible ( to ( ( ( use ( anything other ) ) ( than Culligana ) ) ( to ( extend ( ( the life ) ( of ( MILLIPOREa cartridges ) ) ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (PRP It)) (VP (VBZ is) (ADJP (JJ advisable) (S (VP (TO to) (VP (VB provide) (NP (DT a) (JJ preconditioned) (PRN (-LRB- -LRB-) (VP (VBN deionized)) (-RRB- -RRB-)) (NN feed) (NN water)) (PP (IN by) (S (VP (VBG using) (NP (NP (DT a) (NNP Culligana)) (, ,) (NP (NNP Continentala)) (, ,) (CC or) (NP (NP (NN equivalent) (NN system)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT the) (NNP MILLIPOREa) (NNP System))))))) (S (VP (TO to) (VP (VB extend) (NP (NP (DT the) (NN life)) (PP (IN of) (NP (DT the) (NNP MILLIPOREa) (NNS cartridges)))))))))))))) (PRN (-LRB- -LRB-) (S (VP (VB see) (NP (NP (NNP Section) (CD 5)) (, ,) (NP (NNPS Facilities)) (, ,) (NP (NNP Equipment)) (, ,) (CC and) (NP (NNP Supplies))))) (-RRB- -RRB-))) (. .)))	(ROOT (S (NP (PRP It)) (VP (VBZ 's) (ADJP (JJ impossible) (S (VP (TO to) (VP (VB use) (NP (NN anything) (JJ other)) (PP (IN than) (NP (NNP Culligana))) (S (VP (TO to) (VP (VB extend) (NP (NP (DT the) (NN life)) (PP (IN of) (NP (NNP MILLIPOREa) (NNS cartridges)))))))))))) (. .)))	It is advisable to provide a preconditioned (deionized) feed water by using a Culligana, Continentala, or equivalent system in front of the MILLIPOREa System to extend the life of the MILLIPOREa cartridges (see Section 5, Facilities, Equipment, and Supplies).	It's impossible to use anything other than Culligana to extend the life of MILLIPOREa cartridges.	contradiction	contradiction
54115	130354	130354n	government	( ( No ( matter ( what ( ( path firms ) ( take ( to ( offer ( more help ) ) ) ) ) ) ) ) ( ( , ( Indianapolis ( ( still ( has ( a ( long ( way ( to ( go ( to ( meet ( the need ) ) ) ) ) ) ) ) ) ) , ) ) ) ( Floreancig ( said . ) ) ) )	( Indianapolis ( ( ( has n't ) ( ( ( ( met ( the need ) ) yet ) , ) ( since ( ( 700 people ) ( are underserved ) ) ) ) ) . ) )	(ROOT (S (ADVP (DT No) (NN matter) (SBAR (WHNP (WP what)) (S (NP (NN path) (NNS firms)) (VP (VBP take) (S (VP (TO to) (VP (VB offer) (NP (JJR more) (NN help))))))))) (PRN (, ,) (NP (NNP Indianapolis)) (VP (ADVP (RB still)) (VBZ has) (NP (DT a) (JJ long) (NN way) (S (VP (TO to) (VP (VB go) (S (VP (TO to) (VP (VB meet) (NP (DT the) (NN need)))))))))) (, ,)) (NP (NNP Floreancig)) (VP (VBD said)) (. .)))	(ROOT (S (NP (NNP Indianapolis)) (VP (VBZ has) (RB n't) (VP (VBN met) (NP (DT the) (NN need)) (ADVP (RB yet)) (, ,) (SBAR (IN since) (S (NP (CD 700) (NNS people)) (VP (VBP are) (VP (VBN underserved))))))) (. .)))	No matter what path firms take to offer more help, Indianapolis still has a long way to go to meet the need, Floreancig said.	Indianapolis hasn't met the need yet, since 700 people are underserved.	neutral	neutral
54242	109101	109101e	slate	( ( The ( Chappaquiddick analogies ) ) ( ( ( ca n't ) ( be ( far behind ) ) ) . ) )	( Soon ( , ( we ( ( 'll ( ( compare it ) ( to Chappaquiddick ) ) ) . ) ) ) )	(ROOT (S (NP (DT The) (NNP Chappaquiddick) (NNS analogies)) (VP (MD ca) (RB n't) (VP (VB be) (ADVP (RB far) (RB behind)))) (. .)))	(ROOT (S (ADVP (RB Soon)) (, ,) (NP (PRP we)) (VP (MD 'll) (VP (VB compare) (NP (PRP it)) (PP (TO to) (NP (NNP Chappaquiddick))))) (. .)))	The Chappaquiddick analogies can't be far behind.	Soon, we'll compare it to Chappaquiddick.	entailment	entailment
78359	38868	38868n	slate	( Besides ( , ( ( if ( they did ) ) ( , ( we ( ( 'd ( have ( to ( outlaw them ) ) ) ) . ) ) ) ) ) )	( We ( ( would ( have ( to ( ( outlaw them ) ( if ( they ( were dangerous ) ) ) ) ) ) ) . ) )	(ROOT (S (ADVP (IN Besides)) (, ,) (SBAR (IN if) (S (NP (PRP they)) (VP (VBD did)))) (, ,) (NP (PRP we)) (VP (MD 'd) (VP (VB have) (S (VP (TO to) (VP (VB outlaw) (NP (PRP them))))))) (. .)))	(ROOT (S (NP (PRP We)) (VP (MD would) (VP (VB have) (S (VP (TO to) (VP (VB outlaw) (NP (PRP them)) (SBAR (IN if) (S (NP (PRP they)) (VP (VBD were) (ADJP (JJ dangerous)))))))))) (. .)))	Besides, if they did, we'd have to outlaw them.	We would have to outlaw them if they were dangerous.	neutral	neutral
80200	39344	39344n	travel	( Watersports ( / ( ( ( ( ( There ( are ( beaches ( at ( ( Malahide and ) Dollymount ) ) ) ) ) , ) but ) ( ( the best ) ( are ( in ( ( the south ) ( at ( ( Bray and ) Killiney ) ) ) ) ) ) ) . ) ) )	( ( ( The beaches ) ( in Malahide ) ) ( ( ( are not ) ( as good ) ) . ) )	(ROOT (FRAG (NP (NNS Watersports)) (: /) (S (S (NP (EX There)) (VP (VBP are) (NP (NP (NNS beaches)) (PP (IN at) (NP (NNP Malahide) (CC and) (NNP Dollymount)))))) (, ,) (CC but) (S (NP (DT the) (JJS best)) (VP (VBP are) (PP (IN in) (NP (NP (DT the) (NN south)) (PP (IN at) (NP (NNP Bray) (CC and) (NNP Killiney)))))))) (. .)))	(ROOT (S (NP (NP (DT The) (NNS beaches)) (PP (IN in) (NP (NNP Malahide)))) (VP (VBP are) (RB not) (ADJP (RB as) (JJ good))) (. .)))	Watersports/ There are beaches at Malahide and Dollymount, but the best are in the south at Bray and Killiney.	The beaches in Malahide are not as good.	neutral	neutral
91210	88102	88102e	fiction	( Then ( you ( ( ( wo n't ) ( do ( as ( I ( ask you ) ) ) ) ) ? ) ) )	( So ( you ( ( ( wo n't ) ( obey me ) ) ? ) ) )	(ROOT (S (RB Then) (NP (PRP you)) (VP (MD wo) (RB n't) (VP (VB do) (SBAR (IN as) (S (NP (PRP I)) (VP (VBP ask) (NP (PRP you))))))) (. ?)))	(ROOT (S (IN So) (NP (PRP you)) (VP (MD wo) (RB n't) (VP (VB obey) (NP (PRP me)))) (. ?)))	Then you won't do as I ask you?	So you won't obey me? 	entailment	entailment
