index	sentence1	sentence2	label
286	Claes denied categorically that they had ever known of the existence of an Agusta proposal, and told the NATO ambassadors that he did not know anything about an Agusta payment to the Socialist Party.	NATO Secretary General Willy Claes resigned.	not_entailment
2302	Seal hunting has been a tradition in Norway for thousands of years, but has dwindled recently with only about half the annual 1,200 quota being killed each year.	Seal-hunting endangers species.	not_entailment
620	PM has now firm projects which include a stake in a joint venture called Constellation in Samara involving the city's main tobacco factory.	PM acquired three Russian factories.	not_entailment
748	A teenager, belonging to the anti-scientology group Anonymous, has admitted that he launched a distributed denial of service (DDoS) attack on the official website of the Church of Scientology, scientology.org. Dmitriy Guzner, aged 18, will admit to the charges related to carrying out the DDoS attack. He now faces a maximum sentence of ten years imprisonment. In response to incidents such as these, Scientology have called Anonymous "cyber-terrorists." A DDoS attack occurs when multiple computers are used to attack a certain website with so much traffic that it is not accessible. The hackers attack the servers taking up all the available space, preventing the legitimate user from accessing.	The 18 year-old D. Guzner is a member of the Anonymous group which attacked Scientology website.	entailment
1934	Nichols was found guilty May 26 of 161 counts of first-degree murder for 160 victims and an unborn child in a state trial.	The state charges against Nichols are for 160 victims and one victim's fetus.	entailment
1743	Parviz Davudi was representing Iran at a meeting of the Shanghai Co-operation Organisation (SCO), the fledgling association that binds Russia, China and four former Soviet republics of central Asia together to fight terrorism.	China is a member of SCO.	entailment
1787	The maker of a promising ovarian cancer drug said, Friday, that he stopped enrolling women in a study because several patients developed gastrointestinal holes.	A study of a promising cancer drug was stopped because of a serious side effect.	entailment
88	Zapatero visited the following cities in four days: Brasilia, São Paulo, Buenos Aires and Santiago de Chile. According to official sources these visits are the last part of the project he began at the EU-Latin American Summit in Guadalajara, Mexico and pursued in the Ibero-American meeting in Costa Rica in November.	Zapatero participated in the Ibero-American meeting in Costa Rica.	entailment
593	As hurricane Katrina moves beyond the Floridian peninsula, death tolls have begun to surface. On Friday, the official count was seven dead, at least five missing. 4 people in Broward, 3 in Miami. The forecast for Hurricane  Katrina predicts that it will continue on its present northwesterly course and approach the panhandle of Florida and the Mississippi delta region in the next few days.	Hurricane Katrina hit Florida.	entailment
1176	And although Carrie Prejean may not go down in history as having the worst pageant answer in history (that dishonor may go to 2007's Miss South Carolina Teen USA), her answer might have been worded a bit more eloquently. She answered: "I think it's great that Americans are able to choose one or the other. We live in a land that you can choose same-sex marriage or opposite marriage and, you know what, in my country and my family I think that I believe that a marriage should be between a man and a woman. No offense to anyone out there but that's how I was raised and that's how I think it should be between a man and a woman."  .	Carrie Prejean is Miss California.	not_entailment
1393	The Cosmic Microwave Background (CMB) is a uniform fabric of radiation that covers the entire universe at a constant temperature of 2.7 kelvins.	The temperature of the Cosmic Microwave Background is 2.7 kelvins.	entailment
2455	King Victor Emmanuel III of Italy reigned from 1900 to 1946.	Victor Emmanuel III was king of Italy from 1900 to 1946.	entailment
1099	Prolonged exposure to UV-B light can cause sunburn, and there are worries that damage to the ozone layer may lead to an increase in the incidence of skin cancer.	UV-B light is damaging the ozone layer.	not_entailment
1222	Guckert supposedly had access to classified documents that named Valerie Plame as a CIA operative as well, which adds more fuel to the fire of the Justice Department's investigation of the release of her name. Bloggers revealed James Guckert's real name, and that he was the registered owner of JeffGannon.com, Hotmilitarystud.com, Militaryescorts.com, and Militaryescortsm4m.com. The accusations that Guckert has no degree in journalism, reports through a small organiztion funded by a larger conservative news outlet, operated under an assumed name, and is directly linked with pornographic domain names, have many questioning how exactly he received a press pass in the first place.	Militaryescortsm4m.com belongs to James Guckert.	entailment
584	Edward VIII shocked the world in 1936 when he gave up his throne to marry an American divorcee, Wallis Simpson.	King Edward VIII abdictated in 1936.	entailment
156	National currencies will be completely replaced by the euro in within six months after the introduction of euro notes and coins.	The introduction of the euro has been opposed.	not_entailment
469	Harrington, of Fitchburg, Massachusetts, was taken to an area hospital and is listed in critical condition. No other vehicles were struck during the crash. Authorities said others at the scene also assisted, including a turnpike employee and two motorists who carried Harrington out of the truck as police arrived. Fitzgerald said he had never used the defibrillator before Tuesday. "As a trooper, you see more negative than positive out there," Fitzgerald said. "It feels good when you can help someone and it feels good knowing that all those people had stopped to help before I got there."	Harrington is a resident of Massachusetts.	entailment
498	More than a decade ago, Carl Lewis stood on the threshold of what was to become the greatest athletics career in history. He had just broken two of the legendary Jesse Owens' college records, but never believed he would become a corporate icon, the focus of hundreds of millions of dollars in advertising. His sport was still nominally amateur. Eighteen Olympic and World Championship gold medals and 21 world records later, Lewis has become the richest man in the history of track and field -- a multi-millionaire.	Carl Lewis won eighteen gold medals and set 21 world records.	entailment
2221	Prosecutors in South Africa are set to announce whether they will drop corruption charges against African National Congress leader Jacob Zuma. Mr Zuma is widely expected to become the country's next president after elections later this month. He is accused of graft, racketeering and money-laundering in connection with an arms deal signed with western companies in 1999. The 66-year-old denies the charges and says they are part of a political plot. Mr Zuma was first charged in 2005, but has yet to face trial.	Jacob Zuma is 66 years old.	entailment
1283	Soprano's Square: Milan, Italy, home of the famed La Scala opera house, honored soprano Maria Callas on Wednesday when it renamed a new square after the diva.	La Scala opera house is located in Milan, Italy.	entailment
