index	sentence1	sentence2	label
1575	Mental health problems in children and adolescents are on the rise, the British Medical Association has warned, and services are ill-equipped to cope.	Mental health problems increase in the young.	entailment
811	Both of these attacks, attributed to the drug trafficking cartels, took place after 10 bombs, placed in nine political offices of the Liberal and Social Conservative parties and in another bank office, exploded early this morning in downtown Bogota.	Nine political offices of the Liberal and Social Conservative parties were attacked by the drug trafficking cartels.	entailment
1232	The Rock and Roll Hall Of Fame and Museum opened the nation's first major John Lennon retrospective Thursday (October 19) with a gala party attended by his widow, Yoko Ono.	Yoko Ono is John Lennon's widow.	entailment
589	Blue Mountain Lumber is a subsidiary of Malaysian forestry transnational corporation, Ernslaw One.	Blue Mountain Lumber owns Ernslaw One.	not_entailment
2266	Fourteen guests and five crew remained ill and in isolation when the ship arrived at Port Everglades, Fla., according to a statement from Carnival Cruise Lines, a brand of Carnival Corp.	The Carnival Cruise Lines is a brand of Carnival Corp.	entailment
2482	Cyrus captured Babylon without a battle, and remedied the evils done by previous Assyrian and Babylonian rulers by sending prisoners in Babylonia back to their original homelands and aiding in the restoration of temples of the gods of various nations.	Babylon surrendered to Cyrus without going to battle.	entailment
739	Food and Drug Administration, which regulates human experiments, says its regulations forbid human cloning without prior agency permission, and it has launched an investigation into whether Clonaid illegally performed any work on U.S. soil.	Food and Drug Administration forbids human cloning without prior permission.	entailment
1663	Priscilla Presley greeted thousands of cheering Elvis fans at a concert Friday night, marking the 25th anniversary of the King's death, telling them "you're helping Elvis make history again."	Priscilla Presley told fans, "you're helping Elvis make history again."	entailment
437	Two Belgian soldiers, part of the UN peacekeeping force in Lebanon, were wounded Friday after stepping on a cluster bomb during a mine-clearing operation in southern Lebanon. One of the two soldiers stepped on a cluster bomb while clearing a minefield near the village of Majdel Silim. Their injuries were "serious but not life-threatening", a UNIFIL spokesman said, however this was denied by the cabinet of the Belgian Minister of Defence, André Flahaut. One soldier was wounded at the neck, the second was wounded at the foot.	UNIFIL is affiliated with the Belgian Minister of Defence.	not_entailment
747	After two years, the aspirin subjects experienced a reduced risk of fatal and nonfatal stroke.	People experienced adverse effects while taking aspirin.	not_entailment
2480	On 24 March 1992, the number 3 power generating unit at the Leningrad Atomic Power Station in Sosnovyi Bor underwent an emergency shutdown. The plant suffered a steam leak, which spewed a total of some 3 thousand curies into the atmosphere.	Nuclear Power Plant of Sosnovyi Bor suffers an emergency shut down.	entailment
258	Tilda Swinton has a prominent role as the White Witch in "The Chronicles of Narnia: The Lion, The Witch and The Wardrobe", coming out in December.	Tilda Swinton plays the part of the White Witch.	entailment
1239	"Our horse chestnut is in full bloom," Anne Frank told her diary on Saturday, May 13, 1944, "thickly covered with leaves and much more beautiful than last year." She would have been 79 this year, turning 80. Had she survived, Miss Frank would still be able to see the horse chestnut tree by which she measured the seasons of life during her two years of hiding from the Nazis, not just behind the building in Amsterdam from which she and her family were taken by the Gestapo in 1944 but — if the plans of the Anne Frank Center USA are realized — at 10 sites around this country, including New York City.	Anne Frank died at the age of 15.	not_entailment
2487	NASA's Saturn exploration spacecraft, Cassini , has discovered an atmosphere about the moon Enceladus . This is the first such discovery by Cassini, other than Titan , of the presence of an atmosphere around a Saturn moon.	Titan is the fifteenth of Saturn's known satellites.	not_entailment
442	The first person to be stopped at an international airport because of unpaid fines happened yesterday afternoon (NZDT) at the Auckland International Airport, New Zealand. The person, who wasn't named, was stopped because of the new legislation called the 'Collection of Fines at Airports' or more simply: Pay or Stay. He was forced to pay NZ$3,750 in unpaid reparations since 1986. "The person intercepted owed $3,750 of reparation for an offence in 1986 and had made no payments since late 1987," said Rick Barker, minister for the courts in New Zealand.	A person was stopped at an airport because of unpaid fines.	entailment
1974	Ronaldo Luiz Nazario da Silva is quite simply one of the greatest strikers in the history of world football, capable of leaving an entire team for dead with his darting runs and dribbling ability, voted FIFA World Player of the Year on three occasions and already a double FIFA World Cup winner.	FIFA selects world football player of the year 1994.	not_entailment
1473	Zhao was removed from his position as secretary general of the Communist Party of China and placed under house arrest in 1989 after denouncing the use of force against student protesters in Tiananmen Square.	Zhao was a member of the Communist Party.	entailment
275	Humic acids are complex organic molecules formed by the breakdown of organic matter in the soil. They are not considered to be fertilizers, but soil enhancers and improvers.	Organic fertilizers are used as soil enhancers.	not_entailment
47	Tension and battles between Greek police and anarchist demonstrators took place in the centre of Athens, Greece, during the anti-war demonstration of the 4th European Social Forum which is taking place in the Greek capital, from 4 to 7 of May 2006. The march of the approximately 1,000 anarchists ended with clashes between groups of anarchists and police. Riot police used tear gas, while a branch of a Greek bank, a fast-food store and around 50 shop windows in central Athens were damaged.	The riots in Greece started on December 6.	not_entailment
962	Last month, the FBI's Washington Field Office began an internal recruitment drive to staff a new anti-obscenity squad. The job of the new squad would be to gather evidence against the "manufacturers and purveyors" of pornography, and would require eight agents, a supervisor and assorted support help. The squad would not be concerned with child pornography, but instead focus on pornography that depicts, and is marketed to, consenting adults. The squad would target bestiality, urination, defecation, and sadomasochistic behavior, which have a high rate of conviction in jury trials. The initiative is described as "one of the top priorities" of Attorney General Alberto Gonzales, as well as FBI Director Robert S. Mueller III. Gonzales has said that "adult pornography is a threat to families and children."	The FBI is Alberto Gonzales' employer.	not_entailment
