index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	gold_label
4658	105422	105422e	travel	( ( Each caste ) ( ( would ( ( preserve ( its purity ) ) ( by ( ( ( ( avoiding intermarriage ) and ) not ) ( ( sharing food ) ( with ( other castes ) ) ) ) ) ) ) . ) )	( Castes ( ( chose ( not ( to ( ( share ( their food ) ) ( with ( other castes ) ) ) ) ) ) . ) )	(ROOT (S (NP (DT Each) (NN caste)) (VP (MD would) (VP (VB preserve) (NP (PRP$ its) (NN purity)) (PP (IN by) (S (VP (VP (VBG avoiding) (NP (NN intermarriage))) (CC and) (RB not) (VP (VBG sharing) (NP (NN food)) (PP (IN with) (NP (JJ other) (NNS castes))))))))) (. .)))	(ROOT (S (NP (NNS Castes)) (VP (VBD chose) (S (RB not) (VP (TO to) (VP (VB share) (NP (PRP$ their) (NN food)) (PP (IN with) (NP (JJ other) (NNS castes))))))) (. .)))	Each caste would preserve its  purity  by avoiding intermarriage and not sharing food with other castes.	Castes chose not to share their food with other castes.	entailment	entailment
12146	85718	85718n	telephone	( if ( that ( if ( if ( that ( amounts ( for anything ) ) ) ) ) ) )	( If ( ( that ( counts ( as ( a ( viable option ) ) ) ) ) . ) )	(ROOT (FRAG (SBAR (IN if) (SBAR (IN that) (SBAR (IN if) (SBAR (IN if) (SBAR (IN that) (FRAG (NP (NP (NNS amounts)) (PP (IN for) (NP (NN anything))))))))))))	(ROOT (FRAG (IN If) (SBAR (WHNP (WDT that)) (S (VP (VBZ counts) (PP (IN as) (NP (DT a) (JJ viable) (NN option)))))) (. .)))	if that if if that amounts for anything	If that counts as a viable option.	neutral	neutral
28269	138657	138657e	slate	( Cook ( ( ( might ( just ( as well ) ) ) ( be ( gambling ( ( on ( what color ) ) ( ( tie ( President Clinton ) ) ( will ( wear tomorrow ) ) ) ) ) ) ) . ) )	( ( President Clinton ) ( ( will ( ( wear ( a tie ) ) tomorrow ) ) . ) )	(ROOT (S (NP (NNP Cook)) (VP (MD might) (ADVP (RB just) (RB as) (RB well)) (VP (VB be) (NP (NP (NN gambling)) (SBAR (WHPP (IN on) (WHNP (WDT what) (NN color))) (S (NP (NN tie) (NNP President) (NNP Clinton)) (VP (MD will) (VP (VB wear) (NP (NN tomorrow))))))))) (. .)))	(ROOT (S (NP (NNP President) (NNP Clinton)) (VP (MD will) (VP (VB wear) (NP (DT a) (NN tie)) (NP (NN tomorrow)))) (. .)))	Cook might just as well be gambling on what color tie President Clinton will wear tomorrow.	President Clinton will wear a tie tomorrow.	entailment	entailment
36035	71483	71483e	slate	( -LRB- ( Oddly ( , ( ( given ( ( the results ) ( of ( ( yesterday 's ) ( News Quiz ) ) ) ) ) ( , ( ( few participants ) ( ( ( ( ( made ( the ( obvious leap ) ) ) and ) ( ( added ( farm animals ) ) ( as well ) ) ) . ) -RRB- ) ) ) ) ) ) )	( ( Not very ) ( many ( ( ( added ( farm animals ) ) ( despite ( ( the results ) ( of ( the quiz ) ) ) ) ) . ) ) )	(ROOT (S (-LRB- -LRB-) (ADVP (RB Oddly)) (, ,) (PP (VBN given) (NP (NP (DT the) (NNS results)) (PP (IN of) (NP (NP (NN yesterday) (POS 's)) (NNP News) (NNP Quiz))))) (, ,) (NP (JJ few) (NNS participants)) (VP (VP (VBD made) (NP (DT the) (JJ obvious) (NN leap))) (CC and) (VP (VBD added) (NP (NN farm) (NNS animals)) (ADVP (RB as) (RB well)))) (. .) (-RRB- -RRB-)))	(ROOT (S (ADVP (RB Not) (RB very)) (NP (DT many)) (VP (VBD added) (NP (NN farm) (NNS animals)) (PP (IN despite) (NP (NP (DT the) (NNS results)) (PP (IN of) (NP (DT the) (NN quiz)))))) (. .)))	(Oddly, given the results of yesterday's News Quiz, few participants made the obvious leap and added farm animals as well.)	Not very many added farm animals despite the results of the quiz.	entailment	entailment
37530	72189	72189n	slate	( I ( ( ( can not ) ( judge ( whether ( ( Stuart Taylor ) ( ( fell prey ) ( to ( this possibility ) ) ) ) ) ) ) . ) )	( I ( ( ( ca n't ) ( ( coment on ) ( whether ( ( Stuart Taylor ) ( fell ( for ( the ( phishing scam ) ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (PRP I)) (VP (MD can) (RB not) (VP (VB judge) (SBAR (IN whether) (S (NP (NNP Stuart) (NNP Taylor)) (VP (VBD fell) (NP (NN prey)) (PP (TO to) (NP (DT this) (NN possibility)))))))) (. .)))	(ROOT (S (NP (PRP I)) (VP (MD ca) (RB n't) (VP (VB coment) (PRT (RP on)) (SBAR (IN whether) (S (NP (NNP Stuart) (NNP Taylor)) (VP (VBD fell) (PP (IN for) (NP (DT the) (VBG phishing) (NN scam)))))))) (. .)))	I cannot judge whether Stuart Taylor fell prey to this possibility.	I can't coment on whether Stuart Taylor fell for the phishing scam.	neutral	neutral
73494	9912	9912n	telephone	( ( ( and ( at ( the end ) ) ) ( of ( ( ( the month ) hopefully ) ( everything ( ( ( came out ) ( pretty close ) ) ( so ( we ( just ( ( ( kept ( certain things ) ) out ) ( for ( like i ) ) ) ) ) ) ) ) ) ) ) ( said ( for ( groceries ( um ( but ( even ( ( at ( that point ) ) ( you ( know ( ( ( ( she ( 'd ( say oh ) ) ) ( you ( know we ) ) ) ( we ( need ( ( ( this or ) ( the budget ) ) ( ( 's not ) ( doing ( ( this or ) ( that ( uh course ) ) ) ) ) ) ) ) ) ( me ( i ( ( did n't ) ( ( run it ) ( like ( she ( ran ( it ( like ( you ( ( run it ) now ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) )	( I ( ( ( did not ) ( ( ( do ( a ( great job ) ) ) ( with ( the budget ) ) ) ( as ( she did ) ) ) ) . ) )	(ROOT (S (NP (NP (FRAG (CC and) (PP (IN at) (NP (DT the) (NN end))))) (PP (IN of) (NP (NP (DT the) (NN month)) (ADVP (RB hopefully)) (SBAR (S (NP (NN everything)) (VP (VBD came) (PRT (RP out)) (ADVP (RB pretty) (RB close)) (SBAR (IN so) (S (NP (PRP we)) (ADVP (RB just)) (VP (VBD kept) (NP (JJ certain) (NNS things)) (PRT (RP out)) (PP (IN for) (PP (IN like) (NP (FW i))))))))))))) (VP (VBD said) (SBAR (IN for) (S (NP (NNS groceries)) (VP (VBP um) (FRAG (CC but) (RB even) (SBAR (WHPP (IN at) (WHNP (WDT that) (NN point))) (S (NP (PRP you)) (VP (VBP know) (S (S (NP (PRP she)) (VP (MD 'd) (VP (VB say) (INTJ (UH oh))))) (S (NP (PRP you)) (VP (VBP know) (NP (PRP we)))) (S (NP (PRP we)) (VP (VBP need) (SBAR (S (NP (NP (DT this)) (CC or) (NP (DT the) (NN budget))) (VP (VBZ 's) (RB not) (VP (VBG doing) (NP (NP (DT this)) (CC or) (NP (DT that) (JJ uh) (NN course))))))))) (S (NP (PRP me)) (ADVP (RB i)) (VP (VBD did) (RB n't) (VP (VB run) (NP (PRP it)) (SBAR (IN like) (S (NP (PRP she)) (VP (VBD ran) (SBAR (S (NP (PRP it)) (VP (VBP like) (SBAR (S (NP (PRP you)) (VP (VBP run) (NP (PRP it)) (ADVP (RB now)))))))))))))))))))))))))	(ROOT (S (NP (PRP I)) (VP (VBD did) (RB not) (VP (VB do) (NP (DT a) (JJ great) (NN job)) (PP (IN with) (NP (DT the) (NN budget))) (SBAR (IN as) (S (NP (PRP she)) (VP (VBD did)))))) (. .)))	and at the end of the month hopefully everything came out pretty close so we just kept certain things out for like i said for groceries um but even at that point you know she'd say oh you know we we need this or the budget's not doing this or that uh course me i didn't run it like she ran it like you run it now	I did not do a great job with the budget as she did.	neutral	neutral
90152	7032	7032e	fiction	( You ( ( mean ( Jane Finn ) ) ? ) )	( ( Jane Finn ) ( , ( you ( mean ? ) ) ) )	(ROOT (S (NP (PRP You)) (VP (VBP mean) (NP (NNP Jane) (NNP Finn))) (. ?)))	(ROOT (S (NP (NNP Jane) (NNP Finn)) (, ,) (NP (PRP you)) (VP (VBP mean)) (. ?)))	You mean Jane Finn?	Jane Finn, you mean?	entailment	entailment
95857	84028	84028c	telephone	( ( ( all sorts ) ( of things ) ) ( that ( i ( ( do n't ) ( think ( you ( know ( we ( typically ( do ( we ( ( do n't ) ( ( take ( that ( much time ) ) ) ( to talk ) ) ) ) ) ) ) ) ) ) ) ) ) )	( We ( ( love ( to ( talk ( about that ) ) ) ) . ) )	(ROOT (FRAG (NP (NP (DT all) (NNS sorts)) (PP (IN of) (NP (NNS things)))) (SBAR (IN that) (S (NP (FW i)) (VP (VBP do) (RB n't) (VP (VB think) (SBAR (S (NP (PRP you)) (VP (VBP know) (SBAR (S (NP (PRP we)) (ADVP (RB typically)) (VP (VBP do) (SBAR (S (NP (PRP we)) (VP (VBP do) (RB n't) (VP (VB take) (NP (DT that) (JJ much) (NN time)) (S (VP (TO to) (VP (VB talk))))))))))))))))))))	(ROOT (S (NP (PRP We)) (VP (VBP love) (S (VP (TO to) (VP (VB talk) (PP (IN about) (NP (DT that))))))) (. .)))	all sorts of things that i don't think you know we typically do  we don't take that much time to talk	We love to talk about that.	contradiction	contradiction
108938	67722	67722c	travel	( ( Its ( avant-garde ( circular design ) ) ) ( ( ( contrasts sharply ) ( with ( ( the ( dreary buildings ) ) ( around it ) ) ) ) . ) )	( Its ( ( surrounded ( by ( ( ( ( ( very vibrant ) and ) ( well designed ) ) buildings ) ( in comparison ) ) ) ) . ) )	(ROOT (S (NP (PRP$ Its) (NN avant-garde) (JJ circular) (NN design)) (VP (VBZ contrasts) (ADVP (RB sharply)) (PP (IN with) (NP (NP (DT the) (JJ dreary) (NNS buildings)) (PP (IN around) (NP (PRP it)))))) (. .)))	(ROOT (S (NP (PRP$ Its)) (VP (VBN surrounded) (PP (IN by) (NP (NP (ADJP (ADJP (RB very) (JJ vibrant)) (CC and) (ADJP (RB well) (VBN designed))) (NNS buildings)) (PP (IN in) (NP (NN comparison)))))) (. .)))	Its avant-garde circular design contrasts sharply with the dreary buildings around it.	Its surrounded by very vibrant and well designed buildings in comparison.	contradiction	contradiction
135303	38326	38326e	government	( ( ( 23 ( About ( 89 percent ) ) ) ( of ( all ( city routes ) ) ) ) ( ( are ( residential routes ) ) . ) )	( ( Residential routes ) ( ( are ( routes ( connected ( to houses ) ) ) ) . ) )	(ROOT (S (NP (NP (CD 23) (RB About) (JJ 89) (NN percent)) (PP (IN of) (NP (DT all) (NN city) (NNS routes)))) (VP (VBP are) (NP (JJ residential) (NNS routes))) (. .)))	(ROOT (S (NP (NNP Residential) (NNS routes)) (VP (VBP are) (NP (NP (NNS routes)) (VP (VBN connected) (PP (TO to) (NP (NNS houses)))))) (. .)))	23 About 89 percent of all city routes are residential routes.	Residential routes are routes connected to houses.	entailment	entailment
