9912	telephone	and at the end of the month hopefully everything came out pretty close so we just kept certain things out for like i said for groceries um but even at that point you know she'd say oh you know we we need this or the budget's not doing this or that uh course me i didn't run it like she ran it like you run it now	I did not do a great job with the budget as she did.	neutral
138657	slate	Cook might just as well be gambling on what color tie President Clinton will wear tomorrow.	President Clinton will wear a tie tomorrow.	entailment
68952	slate	She was not like 800 interns, Davis said.	She was unique, according to Davis.	entailment
52881	government	However, no matter how strong a training program is, if there are no incentives for practitioners to use the training or the legal restrictions are insurmountable or the health care system is in total chaos and you cannot find who is in charge of the department because somebody has bought out the hospital, you will have difficulty implementing an intervention.	No matter how great the training system is if you are not able to overcome the obstacles, the implementation will be difficult.	entailment
82865	fiction	But a stud to catch a fighting stud was another plan altogether.	No stud could ever be used to catch another stud. 	contradiction
125953	fiction	She seemed grave, almost sad. 	Her expression had changed suddenly.	neutral
34946	fiction	In addition, as the owner of a noted horse, he would take a place in this community, establish his identity as Drew Kirby.	He could be known as Max Power by buying a horse.	contradiction
134420	government	These long-term leaders told us that, to help ensure continuity and diminish reliance on a single individual, they attempted to institutionalize their roles by bringing in additional people to assist in leading their organizations and performing such duties as enforcing membership rules and keeping current on issues and topics affecting their organization's members.	The additional people brought in to assist in leadership and duties were overall poor in their positions.	neutral
21552	fiction	How did he get ahead of us? 	He ran ahead of us.	neutral
99039	travel	Of the topless-only clubs (all of which have full bars), the two best are Cheetah's Topless Lounge, 2112 Western Avenue (Tel.702/384-0074), an intimate, friendly place, and Olympic Garden Cabaret, 1531 Las Vegas Boulevard South (Tel. 702/385-8987) which, with eleven full-size stages, is quite the opposite.	Cheetah's Topless Lounge is considered one of the best topless-only clubs.	entailment
7032	fiction	You mean Jane Finn?	Jane Finn, you mean?	entailment
21938	telephone	Dead Dead Zone that's one i liked	I enjoyed Dead Dead Zone.	entailment
49292	travel	First to arrive was the Tang clan, which established a number of walled villages in the New Territories that still exist today.	The clan was not known for building.	contradiction
69847	travel	From the Old City East Jeru-salem starts at the Damascus Gate.	The Damascus Gate divides the Old City from East Jerusalem.	entailment
67722	travel	Its avant-garde circular design contrasts sharply with the dreary buildings around it.	Its surrounded by very vibrant and well designed buildings in comparison.	contradiction
96748	government	The data collected in the third phase are not specified before the first  they emerge, often with surprises, from the initial observations.	Data collected in the third phase may be surprising and unexpected based on initial observations.	entailment
120221	slate	It is, no doubt, irritating to be misquoted, but at least you retain the moral high ground and a sense of yourself as wise and well-spoken, albeit misunderstood.	It's better to maintain your moral high ground and sense of self even if you are misquoted.	entailment
53790	travel	Back toward the river, and just west of the Praaa do Comercio is Lapa, an elegant residential neighborhood.	It is an upscale residential neighborhood.	entailment
66629	travel	It was the cradle of the French monarchy; its surrounding greenery and dense forests also provided good sites for later kings and nobles to build their chateaux, away from the troublesome mob of Paris, at Fon?­taine?­bleau, Chantilly, and Versailles.	The kings and nobles liked the fact that they had room to think in this area.	neutral
105422	travel	Each caste would preserve its  purity  by avoiding intermarriage and not sharing food with other castes.	Castes chose not to share their food with other castes.	entailment
108829	fiction	Too much direct sunlight - 1 percent.	The sun is shining more than most would prefer.	neutral
72189	slate	I cannot judge whether Stuart Taylor fell prey to this possibility.	I can't coment on whether Stuart Taylor fell for the phishing scam.	neutral
84028	telephone	all sorts of things that i don't think you know we typically do  we don't take that much time to talk	We love to talk about that.	contradiction
71483	slate	(Oddly, given the results of yesterday's News Quiz, few participants made the obvious leap and added farm animals as well.)	Not very many added farm animals despite the results of the quiz.	entailment
8688	fiction	Large birds and heavy pigs complained loudly at the new world around them.	They joined together to make their complaints heard even louder.	neutral
85718	telephone	if that if if that amounts for anything	If that counts as a viable option.	neutral
46228	fiction	The desert ghost nodded and disappeared in a flutter of his dark cloak.	The ghost was surrounded by a glowing light, towering over the people. 	contradiction
38326	government	23 About 89 percent of all city routes are residential routes.	Residential routes are routes connected to houses.	entailment
122231	telephone	that it's hard to keep automobiles for any length of time because they all rust out and	It's easy to hold on to automobiles for a long time. 	contradiction
58689	government	Employer entity payments for unemployment benefits and workers compensation.	The unemployment benefits and compensation is paid for by the employer.	entailment
