id	qid1	qid2	question1	question2	is_duplicate
312889	126083	437412	What's the difference between CIA, NSA, FBI, and Homeland security?	What is the difference among FBI, homeland security, CIA and local police?	0
61189	106883	54220	How will the demonetization of 500 and 1000 rupee notes affect the value of INR against USD?	What will happen to the value of the rupee because of the invalidity of 500 and 1000 rupee notes?	1
398464	500694	279678	What are the signs of possible sexual abuse in a child?	What are signs of sexual abuse?	0
276009	394891	394892	How do I calculate the volume of a pyramid?	How do you calculate the volume of a pyramid?	1
292887	414567	414568	Why can't your switch statement data type be long, Java?	Why is long type unusable in a switch statement in Java?	1
31727	58474	58475	How do I find investors for my medical startup?	How can I find investors for my tech startup?	1
296272	418451	418452	Does Nextdoor have an API?	When is Nextdoor going to launch in other countries?	0
387897	520232	157165	How do I write essay for upsc?	How do I prepare for the IAS Mains essay paper?	0
132625	4095	212329	Which of the sentences is correct? I have visited my doctor yesterday, I visited my doctor yesterday or I had visited my doctor yesterday	She had worn a/the black dress yesterday. Which article is correct to use in this sentence?	0
233644	326669	343937	How do I improve my physics?	How should I improve my performance in physics?	0
