index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	gold_label
1770	59429	59429e	fiction	( ( Wardmaid clearly ) ( ( to blame ) ! ) )	( ( The wardmaid ) ( ( was ( to blame ) ) . ) )	(ROOT (FRAG (ADJP (JJ Wardmaid) (RB clearly)) (S (VP (TO to) (VP (VB blame)))) (. !)))	(ROOT (S (NP (DT The) (NN wardmaid)) (VP (VBD was) (S (VP (TO to) (VP (VB blame))))) (. .)))	Wardmaid clearly to blame! 	The wardmaid was to blame. 	entailment	entailment
3581	140121	140121c	fiction	( ( If ( I ( ( 'm not ) ( greatly mistaken ) ) ) ) ( , ( he ( ( 's ( ( got something ) ( up ( his sleeve ) ) ) ) . ) ) ) )	( He ( ( ( does n't ) ( seem ( to ( be ( hiding anything ) ) ) ) ) . ) )	(ROOT (S (SBAR (IN If) (S (NP (PRP I)) (VP (VBP 'm) (RB not) (VP (ADVP (RB greatly)) (VBN mistaken))))) (, ,) (NP (PRP he)) (VP (VBZ 's) (VP (VBN got) (NP (NN something)) (PP (IN up) (NP (PRP$ his) (NN sleeve))))) (. .)))	(ROOT (S (NP (PRP He)) (VP (VBZ does) (RB n't) (VP (VB seem) (S (VP (TO to) (VP (VB be) (VP (VBG hiding) (NP (NN anything)))))))) (. .)))	If I'm not greatly mistaken, he's got something up his sleeve. 	He doesn't seem to be hiding anything.	contradiction	contradiction
7410	72799	72799c	travel	( ( ( ( ( ( On ( its outskirts ) ) ( ( the road ) ( croses ( ( a river ) ( where ( you ( may ( see ( ( children ( ( fishing or ) swimming ) ) ( off ( flat rocks ) ) ) ) ) ) ) ) ) ) ) , ) and ) ( ( ( women and ) girls ) ( ( washing clothes ) ( as ( they ( do ( in ( ( all 14 ) ( of ( ( Basse-Terre 's ) ( major rivers ) ) ) ) ) ) ) ) ) ) ) . )	( ( ( Woman and ) girls ) ( ( ( are not ) ( washing ( clothes ( in ( the river ) ) ) ) ) . ) )	(ROOT (S (S (PP (IN On) (NP (PRP$ its) (NNS outskirts))) (NP (DT the) (NN road)) (VP (VBZ croses) (NP (NP (DT a) (NN river)) (SBAR (WHADVP (WRB where)) (S (NP (PRP you)) (VP (MD may) (VP (VB see) (NP (NP (NNS children) (NN fishing) (CC or) (NN swimming)) (PP (IN off) (NP (JJ flat) (NNS rocks))))))))))) (, ,) (CC and) (S (NP (NNS women) (CC and) (NNS girls)) (VP (VBG washing) (NP (NNS clothes)) (SBAR (IN as) (S (NP (PRP they)) (VP (VBP do) (PP (IN in) (NP (NP (QP (DT all) (CD 14))) (PP (IN of) (NP (NP (NNP Basse-Terre) (POS 's)) (JJ major) (NNS rivers)))))))))) (. .)))	(ROOT (S (NP (NP (NNP Woman)) (CC and) (NP (NNS girls))) (VP (VBP are) (RB not) (VP (VBG washing) (NP (NP (NNS clothes)) (PP (IN in) (NP (DT the) (NN river)))))) (. .)))	On its outskirts the road croses a river where you may see children fishing or swimming off flat rocks, and women and girls washing clothes as they do in all 14 of Basse-Terre's major rivers.	Woman and girls are not washing clothes in the river.	contradiction	contradiction
12104	24932	24932c	travel	( ( Flat land ) ( ( ( is ( at ( ( such ( a premium ) ) ( in Funchal ) ) ) ) ( that ( ( ( even ( the likes ) ) ( of ( ( ( Reid 's ) and ) ( Hotel Savoy ) ) ) ) ( ( can only ) ( afford ( ( two ( tennis courts ) ) each ) ) ) ) ) ) . ) )	( ( ( Flat land ) ( in Funchal ) ) ( ( ( is ( so affordable ) ) ( that ( hotels ( can ( afford ( ( two ( tennis courts ) ) each ) ) ) ) ) ) . ) )	(ROOT (S (NP (JJ Flat) (NN land)) (VP (VBZ is) (PP (IN at) (NP (NP (PDT such) (DT a) (NN premium)) (PP (IN in) (NP (NNP Funchal))))) (SBAR (IN that) (S (NP (NP (RB even) (DT the) (NN likes)) (PP (IN of) (NP (NP (NNP Reid) (POS 's)) (CC and) (NP (NNP Hotel) (NNP Savoy))))) (VP (MD can) (ADVP (RB only)) (VP (VB afford) (NP (NP (CD two) (NN tennis) (NNS courts)) (NP (DT each)))))))) (. .)))	(ROOT (S (NP (NP (JJ Flat) (NN land)) (PP (IN in) (NP (NNP Funchal)))) (VP (VBZ is) (ADJP (RB so) (JJ affordable)) (SBAR (IN that) (S (NP (NNS hotels)) (VP (MD can) (VP (VB afford) (NP (NP (CD two) (NN tennis) (NNS courts)) (NP (DT each)))))))) (. .)))	Flat land is at such a premium in Funchal that even the likes of Reid's and Hotel Savoy can only afford two tennis courts each.	Flat land in Funchal is so affordable that hotels can afford two tennis courts each.	contradiction	contradiction
20417	109497	109497e	travel	( ( ( ( ( ( The ( Barrier Gate ) ) ( -LRB- ( ( Portas ( do Cerco ) ) -RRB- ) ) ) , ) ( which ( was ( built ( ( ( more ( than a ) ) century ) ago ) ) ) ) ) , ) ( ( marks ( ( the boundary ) ( between ( ( ( ( the enclave ) ( of Macau ) ) and ) ( ( ( the ( People 's ) ) Republic ) ( of China ) ) ) ) ) ) . ) )	( ( ( Macau and ) ( ( ( the ( People 's ) ) Republic ) ( of China ) ) ) ( ( are ( ( separated ( by ( the Portas ) ) ) ( do Cerco ) ) ) . ) )	(ROOT (S (NP (NP (NP (DT The) (NNP Barrier) (NNP Gate)) (PRN (-LRB- -LRB-) (S (NP (NNP Portas)) (VP (VBP do) (NP (NNP Cerco)))) (-RRB- -RRB-))) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBD was) (VP (VBN built) (ADVP (NP (QP (JJR more) (IN than) (DT a)) (NN century)) (RB ago)))))) (, ,)) (VP (VBZ marks) (NP (NP (DT the) (NN boundary)) (PP (IN between) (NP (NP (NP (DT the) (NN enclave)) (PP (IN of) (NP (NNP Macau)))) (CC and) (NP (NP (NP (DT the) (NNS People) (POS 's)) (NNP Republic)) (PP (IN of) (NP (NNP China)))))))) (. .)))	(ROOT (S (NP (NP (NNP Macau)) (CC and) (NP (NP (NP (DT the) (NNS People) (POS 's)) (NNP Republic)) (PP (IN of) (NP (NNP China))))) (VP (VBP are) (VP (VBN separated) (PP (IN by) (NP (DT the) (NNPS Portas))) (S (VP (VB do) (NP (NNP Cerco)))))) (. .)))	The Barrier Gate (Portas do Cerco), which was built more than a century ago, marks the boundary between the enclave of Macau and the People's Republic of China.	Macau and the People's Republic of China are separated by the Portas do Cerco.	entailment	entailment
24661	100222	100222n	travel	( Players ( ( bet ( ( ( ( on ( ( the numbers ) ( that ( will ( come up ) ) ) ) ) , ) and ) ( on ( whether ( ( the result ) ( will ( be ( ( big or ) small ) ) ) ) ) ) ) ) . ) )	( ( ( The odds ) ( of ( players winning ) ) ) ( ( was minuscule ) . ) )	(ROOT (S (NP (NNS Players)) (VP (VBP bet) (PP (PP (IN on) (NP (NP (DT the) (NNS numbers)) (SBAR (WHNP (WDT that)) (S (VP (MD will) (VP (VB come) (PRT (RP up)))))))) (, ,) (CC and) (PP (IN on) (SBAR (IN whether) (S (NP (DT the) (NN result)) (VP (MD will) (VP (VB be) (ADJP (JJ big) (CC or) (JJ small))))))))) (. .)))	(ROOT (S (NP (NP (DT The) (NNS odds)) (PP (IN of) (NP (NP (NNS players)) (VP (VBG winning))))) (VP (VBD was) (ADJP (JJ minuscule))) (. .)))	Players bet on the numbers that will come up, and on whether the result will be big or small. 	The odds of players winning was minuscule.	neutral	neutral
39038	67266	67266n	government	( ( ( ( ( ( He and ) ( his ( schoolteacher wife ) ) ) , ) Linda ) , ) ( probably ( ( ( did n't ) ( know ( they ( were ( ( starting out ) ( on ( the ( poor side ) ) ) ) ) ) ) ) . ) ) )	( ( ( ( ( His wife ) , ) Linda ) , ) ( was ( ( a teacher ) ( at ( a ( local college ) ) ) ) ) )	(ROOT (S (NP (NP (NP (PRP He)) (CC and) (NP (PRP$ his) (NN schoolteacher) (NN wife))) (, ,) (NP (NNP Linda)) (, ,)) (ADVP (RB probably)) (VP (VBD did) (RB n't) (VP (VB know) (SBAR (S (NP (PRP they)) (VP (VBD were) (VP (VBG starting) (PRT (RP out)) (PP (IN on) (NP (DT the) (JJ poor) (NN side))))))))) (. .)))	(ROOT (S (NP (NP (PRP$ His) (NN wife)) (, ,) (NP (NNP Linda)) (, ,)) (VP (VBD was) (NP (NP (DT a) (NN teacher)) (PP (IN at) (NP (DT a) (JJ local) (NN college)))))))	He and his schoolteacher wife, Linda, probably didn't know they were starting out on the poor side.	His wife, Linda, was a teacher at a local college	neutral	neutral
56888	42351	42351n	government	( We ( ( are ( on ( ( the verge ) ( of ( ( a revolution ) ( that ( is ( ( just ( as profound ) ) ( as ( ( the change ) ( in ( ( the economy ) ( that ( came ( with ( the ( industrial revolution ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )	( ( ( The change ) ( that ( came ( with ( the ( industrial revolution ) ) ) ) ) ) ( ( was unforeseen ) . ) )	(ROOT (S (NP (PRP We)) (VP (VBP are) (PP (IN on) (NP (NP (DT the) (NN verge)) (PP (IN of) (NP (NP (DT a) (NN revolution)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (NP (NP (RB just) (RB as) (JJ profound)) (PP (IN as) (NP (NP (DT the) (NN change)) (PP (IN in) (NP (NP (DT the) (NN economy)) (SBAR (WHNP (WDT that)) (S (VP (VBD came) (PP (IN with) (NP (DT the) (JJ industrial) (NN revolution))))))))))))))))))) (. .)))	(ROOT (S (NP (NP (DT The) (NN change)) (SBAR (WHNP (WDT that)) (S (VP (VBD came) (PP (IN with) (NP (DT the) (JJ industrial) (NN revolution))))))) (VP (VBD was) (ADJP (JJ unforeseen))) (. .)))	We are on the verge of a revolution that is just as profound as the change in the economy that came with the industrial revolution.	The change that came with the industrial revolution was unforeseen.	neutral	neutral
61510	45906	45906n	government	( ( A ( worldclass ( finance organization ) ) ) ( ( ( can best ) ( be ( defined ( in ( terms ( of ( ( ( ( ( the ( business outcomes ) ) ( it ( ( producesoutcomes such ) ( as ( ( ( ( ( improved ( business analysis ) ) , ) ( ( innovative solutions ) ( to ( business problems ) ) ) ) , ) ( ( ( reduced ( operating costs ) ) , ) ( increased ( capability ( to ( perform ( adhoc analysis ) ) ) ) ) ) ) ) ) ) ) , ) and ) ( improved ( overall ( business performance ) ) ) ) ) ) ) ) ) ) . ) )	( ( ( The outcomes ) ( it produces ) ) ( ( are ( beneficial ( for ( the businesses ) ) ) ) . ) )	(ROOT (S (NP (DT A) (NNS worldclass) (NN finance) (NN organization)) (VP (MD can) (ADVP (RBS best)) (VP (VB be) (VP (VBN defined) (PP (IN in) (NP (NP (NNS terms)) (PP (IN of) (NP (NP (DT the) (NN business) (NNS outcomes)) (SBAR (S (NP (PRP it)) (VP (VBZ producesoutcomes) (ADJP (JJ such)) (SBAR (IN as) (S (NP (NP (JJ improved) (NN business) (NN analysis)) (, ,) (NP (NP (JJ innovative) (NNS solutions)) (PP (TO to) (NP (NN business) (NNS problems)))) (, ,)) (VP (VBD reduced) (NP (VBG operating) (NNS costs)) (, ,) (NP (VBN increased) (NN capability) (S (VP (TO to) (VP (VB perform) (NP (JJ adhoc) (NN analysis)))))))))))) (, ,) (CC and) (NP (VBN improved) (JJ overall) (NN business) (NN performance))))))))) (. .)))	(ROOT (S (NP (NP (DT The) (NNS outcomes)) (SBAR (S (NP (PRP it)) (VP (VBZ produces))))) (VP (VBP are) (ADJP (JJ beneficial) (PP (IN for) (NP (DT the) (NNS businesses))))) (. .)))	A worldclass finance organization can best be defined in terms of the business outcomes it producesoutcomes such as improved business analysis, innovative solutions to business problems, reduced operating costs, increased capability to perform adhoc analysis, and improved overall business performance.	The outcomes it produces are beneficial for the businesses.	neutral	neutral
70692	17783	17783c	telephone	( ( well ( i ( think probably ) ) ) ( ( more people ) ( you ( know ( ( ( would ( participate ( if ( they ( just ( made ( it ( ( a little ) easier ) ) ) ) ) ) ) ) and ) ( like ( you ( say ( make ( it um ) ) ) ) ) ) ) ) ) )	( Nobody ( ( is participating ) . ) )	(ROOT (SINV (VP (ADVP (RB well)) (ADVP (RB i)) (VBP think) (ADVP (RB probably))) (NP (NP (JJR more) (NNS people)) (SBAR (S (NP (PRP you)) (VP (VBP know) (SBAR (SBAR (S (VP (MD would) (VP (VB participate) (SBAR (IN if) (S (NP (PRP they)) (ADVP (RB just)) (VP (VBD made) (S (NP (PRP it)) (ADJP (NP (DT a) (RB little)) (JJR easier)))))))))) (CC and) (SBAR (IN like) (S (NP (PRP you)) (VP (VBP say) (S (VP (VB make) (S (NP (PRP it)) (ADJP (JJ um)))))))))))))))	(ROOT (S (NP (NN Nobody)) (VP (VBZ is) (VP (VBG participating))) (. .)))	well i think probably more people you know would participate if they just made it a little easier and like you say make it um	Nobody is participating.	contradiction	contradiction
72595	38460	38460e	fiction	( he ( ( ( said , ) ( still ( looking ( at Tommy ) ) ) ) . ) )	( He ( ( ( looked ( at Tommy ) ) ( as ( he ( said it ) ) ) ) . ) )	(ROOT (S (NP (PRP he)) (VP (VBD said) (, ,) (S (ADVP (RB still)) (VP (VBG looking) (PP (IN at) (NP (NNP Tommy)))))) (. .)))	(ROOT (S (NP (PRP He)) (VP (VBD looked) (PP (IN at) (NP (NNP Tommy))) (SBAR (IN as) (S (NP (PRP he)) (VP (VBD said) (NP (PRP it)))))) (. .)))	 he said, still looking at Tommy.	He looked at Tommy as he said it.	entailment	entailment
74086	51216	51216e	fiction	( ( Of course ) ( I ( am . ) ) )	( I ( ( guarantee ( that ( I am ) ) ) . ) )	(ROOT (S (PP (IN Of) (NP (NN course))) (NP (PRP I)) (VP (VBP am)) (. .)))	(ROOT (S (NP (PRP I)) (VP (VBP guarantee) (SBAR (IN that) (S (NP (PRP I)) (VP (VBP am))))) (. .)))	Of course I am.	I guarantee that I am.	entailment	entailment
