90755	slate	And now pharmaceutical giant Warner-Lambert has jumped in with Hall's Zinc Defense, a lozenge backed by a national TV-ad campaign.	Pharmaceutical companies very rarely use advertising to sell their products.	contradiction
49188	travel	There are three national art galleries featuring the work of masters from around the world.	There are no art galleries in the country.	contradiction
50696	slate	Is it too large a leap of faith to believe that the right incentives, ones that capitalize on the comparative advantages of people or locations, can reap positive returns not just for the direct beneficiaries, but for the larger society?	It is not impossible to gain good returns fort the masses, just difficulty. 	neutral
75573	slate	The modern mistake is to think that important things must be planned, sponsored, reviewed, or licensed by the government.	There is a perception that some level of government involvement is necessary for priority things.	entailment
75233	telephone	that that that's uh yeah that's absolutely right and you can gain a lot of ground doing that too if you	You won't earn anything by doing that	contradiction
69835	travel	Gondola Getaway (5437 East Ocean Boulevard) offers gondola cruises through the canals of Naples Island.	Gondola Getaway steers clear of the canals of Naples Island.	contradiction
70643	government	David Lewis commented that during the last five years, patients have been bringing a great deal of information to medical encounters.	During the past 5 years patients behavior hasn't changed at all. 	contradiction
131214	telephone	there there is no such thing as justice in this	Justice is alive and well.	contradiction
88102	fiction	Then you won't do as I ask you?	So you won't obey me? 	entailment
98973	fiction	Lutterfield brought 'em in, eh?	Lutterfield brought people in to interview them.	neutral
67195	telephone	but uh the the funny thing about the Cowboys is is that everybody is really enthused because we've got all these umpteen jillion draft choices and uh but when you look back on the team uh uh except for probably Emmett Smith nobody that's been drafted in the last twelve years is a starter	Only Emmett Smith is a starter, from the past twelve years' drafts.	entailment
130354	government	No matter what path firms take to offer more help, Indianapolis still has a long way to go to meet the need, Floreancig said.	Indianapolis hasn't met the need yet, since 700 people are underserved.	neutral
96696	fiction	 Dave Hanson came awake trying to scream and thrusting at the bed with arms too weak to raise him.	Dave remained asleep as he tried to get up.	contradiction
648	telephone	and uh fortunately we agreed you know on exactly you know what we thought should be done my mother also was very very independent she had her own still had her own little house and still driving her own car at age eighty three	None of us agreed about what we should do about my mother.	contradiction
106573	government	Legal Services Corporation (LSC) is a private, non-membership, nonprofit corporation in the District of Columbia.	LSC has a large government-funded budget.	contradiction
38868	slate	Besides, if they did, we'd have to outlaw them.	We would have to outlaw them if they were dangerous.	neutral
40608	fiction	You are actually playing into the criminal's hands."	You are doing what the criminals want.	entailment
23042	telephone	oh yeah it's it's uh absolutely it's great the way that it's broken out and you can uh set up little trips and day trips and things it's pretty pretty neat um oh i like photography um  magazines i don't take a subscription or anything like that um things oh being an engineer in facilities i do read a lot of a lot of uh building magazines and and and plant engineering magazines and read up on different ways to do things and energy management type of magazines and	Sometimes I would go to the library to look at travel magazines.	neutral
121482	travel	Notice the small statue of Christ resurrected, an experiment in sculpture by El Greco.	El Greco was attempting to make the statue come to life.	neutral
90189	government	Further, as we reported in April 2001, the National Infrastructure Protection Center had mixed success in establishing information-sharing relationships with other government entities and private industry.	The National Infrastructure Protection Center didn't have the anticipated success in establishing good information-sharing relationships with other government entities.	entailment
