index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	gold_label
13813	116368	116368n	government	( ( ( ( ( It ( can ( be ( seen ( that ( ( time ( per box ) ) ( ( ( drops off ) sharply ) ( at ( ( the ( low end ) ) ( of ( the ( density spectrum ) ) ) ) ) ) ) ) ) ) ) ) and ) then ) ( it flattens ) ) . )	( ( Time ( per box ) ) ( ( ( drops off ) ( with ( ( lower density ) ( because ( ( the boxes ) ( become smaller ) ) ) ) ) ) . ) )	(ROOT (S (S (NP (PRP It)) (VP (MD can) (VP (VB be) (VP (VBN seen) (SBAR (IN that) (S (NP (NP (NN time)) (PP (IN per) (NP (NN box)))) (VP (VBZ drops) (PRT (RP off)) (ADVP (RB sharply)) (PP (IN at) (NP (NP (DT the) (JJ low) (NN end)) (PP (IN of) (NP (DT the) (NN density) (NN spectrum)))))))))))) (CC and) (RB then) (S (NP (PRP it)) (VP (VBZ flattens))) (. .)))	(ROOT (S (NP (NP (NNP Time)) (PP (IN per) (NP (NN box)))) (VP (VBZ drops) (PRT (RP off)) (PP (IN with) (NP (NP (JJR lower) (NN density)) (SBAR (IN because) (S (NP (DT the) (NNS boxes)) (VP (VBP become) (ADJP (JJR smaller)))))))) (. .)))	It can be seen that time per box drops off sharply at the low end of the density spectrum and then it flattens.	Time per box drops off with lower density because the boxes become smaller.	neutral	neutral
35811	62130	62130n	government	( Forfeitures . )	( Unavoidable defaults )	(ROOT (NP (NNS Forfeitures) (. .)))	(ROOT (NP (JJ Unavoidable) (NNS defaults)))	Forfeitures.	Unavoidable defaults	neutral	neutral
36216	43077	43077c	slate	( Who ( ( needs 'em ) ? ) )	( We ( ( need ( ( them ( more ( than life ) ) ) itself ) ) . ) )	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBZ needs) (NP (PRP 'em)))) (. ?)))	(ROOT (S (NP (PRP We)) (VP (VBP need) (S (NP (PRP them)) (ADVP (RBR more) (PP (IN than) (NP (NN life)))) (NP (PRP itself)))) (. .)))	Who needs 'em?	We need them more than life itself.	contradiction	contradiction
43758	68595	68595c	fiction	( I ( ( happened ( to ( ( overhear ( part ( of ( your conversation ) ) ) ) ( with ( ( the ( young gentleman ) ) ( in ( Lyons ' ) ) ) ) ) ) ) . ) )	( ( Through binoculars ) ( , ( ( from ( ( a distance ) ( of ( 100 yards ) ) ) ) ( , ( I ( ( observed ( you ( ( having ( ( a conversation ) ( with ( a man ) ) ) ) ( in ( Lyons ' ) ) ) ) ) . ) ) ) ) ) )	(ROOT (S (NP (PRP I)) (VP (VBD happened) (S (VP (TO to) (VP (VB overhear) (NP (NP (NN part)) (PP (IN of) (NP (PRP$ your) (NN conversation)))) (PP (IN with) (NP (NP (DT the) (JJ young) (NN gentleman)) (PP (IN in) (NP (NNP Lyons) (POS '))))))))) (. .)))	(ROOT (S (PP (IN Through) (NP (NNS binoculars))) (, ,) (PP (IN from) (NP (NP (DT a) (NN distance)) (PP (IN of) (NP (CD 100) (NNS yards))))) (, ,) (NP (PRP I)) (VP (VBD observed) (S (NP (PRP you)) (VP (VBG having) (NP (NP (DT a) (NN conversation)) (PP (IN with) (NP (DT a) (NN man)))) (PP (IN in) (NP (NNP Lyons) (POS ')))))) (. .)))	I happened to overhear part of your conversation with the young gentleman in Lyons'.	Through binoculars, from a distance of 100 yards, I observed you having a conversation with a man in Lyons'.	contradiction	contradiction
44355	113462	113462c	slate	( -- ( Monica ( ( lacked ( the ( maturity ( to ( balk ( at ( ( ( the ( magazine 's ) ) ( tasteless choice ) ) ( of props ) ) ) ) ) ) ) ) . ) ) )	( Monica ( well ( ( mature ( enough ( to ( balk ( at ( ( ( the ( magazine 's ) ) choice ) ( of props ) ) ) ) ) ) ) . ) ) )	(ROOT (S (: --) (NP (NNP Monica)) (VP (VBD lacked) (NP (DT the) (NN maturity) (S (VP (TO to) (VP (VB balk) (PP (IN at) (NP (NP (NP (DT the) (NN magazine) (POS 's)) (JJ tasteless) (NN choice)) (PP (IN of) (NP (NNS props)))))))))) (. .)))	(ROOT (S (NP (NNP Monica)) (ADVP (RB well)) (VP (VBP mature) (ADJP (JJ enough) (S (VP (TO to) (VP (VB balk) (PP (IN at) (NP (NP (NP (DT the) (NN magazine) (POS 's)) (NN choice)) (PP (IN of) (NP (NNS props)))))))))) (. .)))	--Monica lacked the maturity to balk at the magazine's tasteless choice of props.	Monica well mature enough to balk at the magazine's choice of props.	contradiction	contradiction
52364	12218	12218e	government	( GAO ( ( has ( ( worked hard ) ( to ( ( ( make ( the transition ) ) ( from ( an ( accounting ( and ( preaudit environment ) ) ) ) ) ) ( to ( become ( a ( diversified ( , ( multidisciplinary ( accountability ( and ( professional ( services organization ) ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )	( GAO ( ( transitioned ( into ( a ( multidisciplinary ( accountability ( and ( professional ( services organization ) ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (NNP GAO)) (VP (VBZ has) (VP (VBN worked) (ADVP (RB hard)) (S (VP (TO to) (VP (VB make) (NP (DT the) (NN transition)) (PP (IN from) (NP (DT an) (NN accounting) (CC and) (NN preaudit) (NN environment))) (S (VP (TO to) (VP (VB become) (NP (DT a) (JJ diversified) (, ,) (JJ multidisciplinary) (NN accountability) (CC and) (JJ professional) (NNS services) (NN organization)))))))))) (. .)))	(ROOT (S (NP (NNP GAO)) (VP (VBD transitioned) (PP (IN into) (NP (DT a) (JJ multidisciplinary) (NN accountability) (CC and) (JJ professional) (NNS services) (NN organization)))) (. .)))	GAO has worked hard to make the transition from an accounting and preaudit environment to become a diversified, multidisciplinary accountability and professional services organization.	GAO transitioned into a multidisciplinary accountability and professional services organization.	entailment	entailment
62797	8029	8029e	travel	( However ( , ( ( with ( ( the city ) ( partitioned ( by ( ( fortifications and ) ( barbed wire ) ) ) ) ) ) ( , ( ( no ( Israeli ( or ( Jewish pilgrims ) ) ) ) ( ( were ( allowed ( to ( ( visit ( ( ( the ( Western Wall ) ) or ) ( other ( Jewish sites ) ) ) ) ( in ( East Jerusalem ) ) ) ) ) ) . ) ) ) ) ) )	( ( Sites ( in ( East Jerusalem ) ) ) ( ( ( were n't ) ( accessible ( to ( Jewish pilgrims ) ) ) ) . ) )	(ROOT (S (ADVP (RB However)) (, ,) (PP (IN with) (NP (NP (DT the) (NN city)) (VP (VBN partitioned) (PP (IN by) (NP (NP (NNS fortifications)) (CC and) (NP (JJ barbed) (NN wire))))))) (, ,) (NP (DT no) (JJ Israeli) (CC or) (JJ Jewish) (NNS pilgrims)) (VP (VBD were) (VP (VBN allowed) (S (VP (TO to) (VP (VB visit) (NP (NP (DT the) (NNP Western) (NNP Wall)) (CC or) (NP (JJ other) (JJ Jewish) (NNS sites))) (PP (IN in) (NP (NNP East) (NNP Jerusalem)))))))) (. .)))	(ROOT (S (NP (NP (NNS Sites)) (PP (IN in) (NP (NNP East) (NNP Jerusalem)))) (VP (VBD were) (RB n't) (ADJP (JJ accessible) (PP (TO to) (NP (JJ Jewish) (NNS pilgrims))))) (. .)))	However, with the city partitioned by fortifications and barbed wire, no Israeli or Jewish pilgrims were allowed to visit the Western Wall or other Jewish sites in East Jerusalem.	Sites in East Jerusalem weren't accessible to Jewish pilgrims.	entailment	entailment
68511	40139	40139e	fiction	( Not ( ( ( ( been ( ( ( doing ( this long ) ) , ) ( ( eh ? ) Tuppence ) ) ) raised ) ( ( ( her eyes ) , ) astonished ) ) . ) )	( ( ( ( Tuppence ( was ( greatly surprised ) ) ) and ) ( she ( raised ( her eyes ) ) ) ) ( , ( you ( really ( ( havent ( been ( doing ( this ( for ( a while ) ) ) ) ) ) ? ) ) ) ) )	(ROOT (SINV (RB Not) (VP (VBN been) (VP (VBG doing) (NP (DT this) (JJ long)) (, ,) (S (INTJ (UH eh) (. ?)) (VP (VB Tuppence))))) (VP (VBD raised)) (NP (NP (PRP$ her) (NNS eyes)) (, ,) (VP (VBN astonished))) (. .)))	(ROOT (S (S (S (NP (NNP Tuppence)) (VP (VBD was) (ADJP (RB greatly) (JJ surprised)))) (CC and) (S (NP (PRP she)) (VP (VBD raised) (NP (PRP$ her) (NNS eyes))))) (, ,) (NP (PRP you)) (ADVP (RB really)) (VP (VBP havent) (VP (VBN been) (VP (VBG doing) (NP (NP (DT this)) (PP (IN for) (NP (DT a) (NN while))))))) (. ?)))	Not been doing this long, eh? Tuppence raised her eyes, astonished.	Tuppence was greatly surprised and she raised her eyes, you really havent been doing this for a while?	entailment	entailment
75434	136087	136087c	government	( ( In ( some instances ) ) ( , ( ( ( only ( one component ) ) ( of ( a ( case study ) ) ) ) ( ( may ( be ( analyzed ( in ( this way ) ) ) ) ) . ) ) ) )	( It ( ( ( 's always ) ( possible ( to ( analyze ( ( a ( case study ) ) ( this way ) ) ) ) ) ) . ) )	(ROOT (S (PP (IN In) (NP (DT some) (NNS instances))) (, ,) (NP (NP (RB only) (CD one) (NN component)) (PP (IN of) (NP (DT a) (NN case) (NN study)))) (VP (MD may) (VP (VB be) (VP (VBN analyzed) (PP (IN in) (NP (DT this) (NN way)))))) (. .)))	(ROOT (S (NP (PRP It)) (VP (VBZ 's) (ADVP (RB always)) (ADJP (JJ possible) (S (VP (TO to) (VP (VB analyze) (NP (NP (DT a) (NN case) (NN study)) (NP (DT this) (NN way)))))))) (. .)))	In some instances, only one component of a case study may be analyzed in this way.	It's always possible to analyze a case study this way.	contradiction	contradiction
78768	101513	101513n	fiction	( ` ( ( Oh ( , Ben ) ) ( , ( ' ( Greuze ( ( ( called , ) ( as ( we ( were leaving ) ) ) ) . ) ) ) ) ) )	( ( ( ( We ( had ( readied ( to leave ) ) ) ) but ) ( it ( seemed ( that ( Greuze ( had ( ( ( forgot ( to ( tell ( ( Ben something ) important ) ) ) ) , ) ( as ( he ( ( ( stopped ( in ( his tracks ) ) ) and ) ( yelled ( out ( ( `` Oh ) ( , ( ( Ben , ) '' ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) . )	(ROOT (S (`` `) (FRAG (INTJ (UH Oh)) (, ,) (NP (NNP Ben))) (, ,) ('' ') (NP (NNP Greuze)) (VP (VBD called) (, ,) (SBAR (IN as) (S (NP (PRP we)) (VP (VBD were) (VP (VBG leaving)))))) (. .)))	(ROOT (S (S (NP (PRP We)) (VP (VBD had) (VP (VBN readied) (S (VP (TO to) (VP (VB leave))))))) (CC but) (S (NP (PRP it)) (VP (VBD seemed) (SBAR (IN that) (S (NP (NNP Greuze)) (VP (VBD had) (VP (VBN forgot) (S (VP (TO to) (VP (VB tell) (S (NP (NNP Ben) (NN something)) (ADJP (JJ important)))))) (, ,) (SBAR (IN as) (S (NP (PRP he)) (VP (VP (VBD stopped) (PP (IN in) (NP (PRP$ his) (NNS tracks)))) (CC and) (VP (VBD yelled) (PP (RB out) (FRAG (INTJ (`` ``) (UH Oh)) (, ,) (NP (NNP Ben)) (, ,) ('' ''))))))))))))) (. .)))	'Oh, Ben,' Greuze called, as we were leaving.	We had readied to leave but it seemed that Greuze had forgot to tell Ben something important, as he stopped in his tracks and yelled out "Oh, Ben,". 	neutral	neutral
