index	sentence1	sentence2	label
532	An act signed into law by Afghan President Hamid Karzai last month dramatically rolled back the rights of women in that country, according to human rights groups and a United Nations report on the bill by the United Nations Development Fund for Women. The Afghan government has not provided a copy of the text of the Shia Family Law to the UN or to other outside groups requesting it, citing "technical problems", however, the UN and opposition politicians say that the bill contains numerous provisions restricting the rights of women, such as giving their husbands priority in court; requiring the husband's permission to leave the house, obtain education or employment, or to see a doctor; and reserving the custody of children to male relatives.	Hamid Karzai is an employee of the UN.	not_entailment
2222	It would create an underclass of illiterate and impoverished residents, deprived of basic skills, including English-language skills, necessary for the integration of immigrant children into our society and our work force.	Language skills are a means of social integration.	entailment
1567	The town lies along the stretch of coastline designated as Gold Beach during the D-Day landings , one of the beaches used by British troops in the allied invasion. Arromanches was selected as one of the sites for two Mulberry Harbours built on the Normandy coast, the other one built further West at Omaha Beach.	The Normandy landings took place in June 1944.	not_entailment
595	LISBON, Jan. 22 (Xinhuanet) -- Anibal Cavaco Silva, a former prime minister, won Portugal's presidential election on Sunday.	New Portuguese prime minister is elected.	not_entailment
934	Last week, LTTE leader Vilupillai Prabhakaran stated that the rebels are running out of patience and are prepared to go back to war.	Vilupillai Prabhakaran is a rebel.	not_entailment
1833	Budapest again became the focus of national political drama in the late 1980s, when Hungary led the reform movement in eastern Europe that broke the communist monopoly on political power and ushered in the possibility of multiparty politics.	In the late 1980s Budapest became the center of the reform movement.	entailment
396	Between March and June, scientific observers say, up to 300,000 seals are killed. In Canada, seal-hunting means jobs, but opponents say it is vicious and endangers the species, also threatened by global warming.	Hunting endangers seal species.	entailment
1146	His latest release, Together Through Life, has reached the top spot 38 years and five months after his last chart-topper, New Morning, in 1970. The 67-year-old American singer-songwriter now holds the record for the longest gap between solo number one albums. It is Dylan's seventh UK number one, his 33rd studio album and his 53rd album, including compilations and soundtracks. He first reached number one with The Freewheelin' Bob Dylan released in 1964. HMV's Gennaro Castaldo said: "It's evident that Dylan is going through one of his zeitgeist moments, as a new generation of fans join his more established followers in appreciating his musical legacy."	Gennaro Castaldo is 67 years old.	not_entailment
510	Earlier this year reporter Judith Miller was jailed for refusing to name the US-government source who identified a member of the US Central Intelligence Agency (CIA), Valerie Plame.	Judith Miller is a member of CIA.	not_entailment
2177	The agency identified five of the men as Palestinians, four of whom lived in East Jerusalem and held Jerusalem identity cards allowing them to move about Israel.	They included Palestinian residents of east Jerusalem, who carry identity cards allowing them free movement in Israel.	entailment
1283	Soprano's Square: Milan, Italy, home of the famed La Scala opera house, honored soprano Maria Callas on Wednesday when it renamed a new square after the diva.	La Scala opera house is located in Milan, Italy.	entailment
2449	Activist groups in the Philippines led by Bagong Alyansang Makabayan (New Patriotic Alliance) or Bayan are set to submit "cabinet level documents" as evidence to international bodies purportedly showing that the office of the President, Malacañang sanctioned the series of extrajudicial killings in the country. The evidence is to be presented to the Permanent People's Tribunal and the United Nations Special Rapporteurs, which is scheduled to visit the country this year. In a press statement, Bayan expressed disappointment with the report of the Melo Commission saying that "the report merely tells us what we already know, and that the report stops short of finding the roots of the extra-judicial killings."	Malacañang is the president of the Melo Commission.	not_entailment
1302	The U.S. space shuttle Atlantis, its lights flashing like a beacon, smoothly docked with Russia's space station Mir Wednesday on its mission to pick up U.S. astronaut Shannon Lucid, who has spent a record-breaking six months in orbit.	US shuttle Atlantis docks with the Mir space station.	entailment
1663	Priscilla Presley greeted thousands of cheering Elvis fans at a concert Friday night, marking the 25th anniversary of the King's death, telling them "you're helping Elvis make history again."	Priscilla Presley told fans, "you're helping Elvis make history again."	entailment
970	Nigeria has been the culprit so far, preventing the world from being completely polio-free.	Polio is under control in the world.	not_entailment
115	95% of the Gulf of Mexico's oil output is now out of service following Katrina, together with more than 83% of natural gas production.	Crude oil prices have hit fresh highs as fears grow over the extent of damage, done by Hurricane Katrina, to oil output in the Gulf of Mexico.	not_entailment
2377	Mr. Bush warned opposition Democrats in Congress against raising taxes, saying that is the worst thing lawmakers could do. But he did urge them to pass legislation that could help more Americans refinance their homes. "When Congress comes back, I look forward to working with them to deal with the economic realities of the moment and to ensure the American people that we will do everything we can to make sure we remain a prosperous country," he added.	The Congress wants to boost the economy.	not_entailment
1390	After the Sept. 11 attacks, Malinowski said, the CIA bypassed the advice of FBI and military interrogators and turned to contractors "whose approach would be consistent with the Bush administration's theory that you have to go to the dark side to fight the dark side." Agency officials have maintained that the CIA turned to contractors because the agency didn't have its own roster of skilled interrogators, and that contractors were required to abide by the same rules as agency employees. But one contract interrogator, David A. Passaro, was convicted of beating an Afghan detainee who later died. Passaro was sentenced in 2007 to eight years in prison.	Tom Malinowski is director for Human Rights Watch.	not_entailment
958	In the glamorous, exclusive world of French haute couture, Sakina M'Sa is an unlikely star. Like her creations, M'Sa is the sum of many parts - a tiny woman from the Comoros, an immigrant from a working-class neighbourhood in Marseille, and a designer who follows her own dreams and embroiders the fashion world with a social conscience. "My only strength in life is my difference," says M'Sa, dressed all in black and sitting in her workshop and showroom in La Goutte d'Or, a working-class neighbourhood in Paris which is home to a large population of Africans.	Sakina M'Sa has Comoros origins.	entailment
1905	The nine men, aged between 19 and 32, are being held at Paddington Green high security police station in central London.	between 19 and 32 men are being held at Paddington Green high security police station in central London.	not_entailment
1334	Italy's highest court has upheld a court verdict that partially cleared former Prime Minister Giulio Andreotti of having colluded with the Mafia.	Andreotti is accused of Mafia collusion.	entailment
843	Two women from two counties are dead and police have some clues as to who murdered them.	Police gather clues in double assassination.	entailment
168	U.S. space shuttle Atlantis and its seven-member crew concluded their pursuit of the International Space Station (ISS) on Wednesday and docked with the orbital outpost at 12:05 EDT (1605 GMT).	US shuttle Atlantis docks with the Mir space station.	not_entailment
1555	A series of projects with the objective of finding solutions to some of the consequences of the Chernobyl accident have been carried out within the framework of the UNESCO Chernobyl Programme. The IHP organized a workshop to review and compare present knowledge of radionuclide transfer in the hydrological cycle.	The Chernobyl disaster had repercussions outside the ex-USSR.	not_entailment
