index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	gold_label
335523	89453	89453e	telephone	( that ( does ( that ( ( um-hum ( because ( ( ( ( one ( of ( my ( neighbors uh ) ) ) ) ( ( ( did that ) ( in Pittsburgh ) ) ( from Pittsburgh ) ) ) and ) ( i ( thought ( you ( know ( that ( ( ( really now ) ( that ( i ( 'm ( ( thirty years ) old ) ) ) ) ) ( i ( think ( that ( ( ( one ( or ( two years ) ) ) ( out ( of ( my life ) ) ) ) would ) ) ) ) ) ) ) ) ) ) ) ) ) ( ( 've probably ) ( like ( you said ) ) ) ) ) ) )	( I ( ( have ( ( a neighbor ) ( who ( did ( that ( when ( they ( were ( in Pittsburg ) ) ) ) ) ) ) ) ) . ) )	(ROOT (SBAR (WHNP (WDT that)) (S (VP (VBZ does) (SBAR (IN that) (S (NP (NP (NN um-hum)) (SBAR (IN because) (S (S (NP (NP (CD one)) (PP (IN of) (NP (PRP$ my) (NNS neighbors) (NN uh)))) (VP (VBD did) (NP (DT that)) (PP (IN in) (NP (NNP Pittsburgh))) (PP (IN from) (NP (NNP Pittsburgh))))) (CC and) (S (NP (FW i)) (VP (VBD thought) (SBAR (S (NP (PRP you)) (VP (VBP know) (SBAR (IN that) (S (SBAR (ADVP (RB really) (RB now)) (IN that) (S (NP (FW i)) (VP (VBP 'm) (ADJP (NP (CD thirty) (NNS years)) (JJ old))))) (NP (FW i)) (VP (VBP think) (SBAR (IN that) (S (NP (NP (CD one) (CC or) (CD two) (NNS years)) (PP (RB out) (IN of) (NP (PRP$ my) (NN life)))) (VP (MD would))))))))))))))) (VP (VBP 've) (ADVP (RB probably)) (SBAR (IN like) (S (NP (PRP you)) (VP (VBD said)))))))))))	(ROOT (S (NP (PRP I)) (VP (VBP have) (NP (NP (DT a) (NN neighbor)) (SBAR (WHNP (WP who)) (S (VP (VBD did) (SBAR (IN that) (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBD were) (PP (IN in) (NP (NNP Pittsburg))))))))))) (. .)))	that does that um-hum because one of my neighbors uh did that in Pittsburgh from Pittsburgh and i thought you know that really now that i'm thirty years old i think that one or two years out of my life would've probably like you said	I have a neighbor who did that when they were in Pittsburg.	entailment	entailment
105841	33921	33921c	government	( ( ( ( The advantage ) ( of ( our program ) ) ) ( is ( its predictability ) ) ) ( , ( ( said ( ( ( Amy Rosenberg ) , ) ( chair ( of ( ( the ( Pro ( Bono Project ) ) ) ( for ( Larimer County ) ) ) ) ) ) ) . ) ) )	( ( The program ) ( ( is ( very unpredictable ) ) . ) )	(ROOT (SINV (S (NP (NP (DT The) (NN advantage)) (PP (IN of) (NP (PRP$ our) (NN program)))) (VP (VBZ is) (NP (PRP$ its) (NN predictability)))) (, ,) (VP (VBD said)) (NP (NP (NNP Amy) (NNP Rosenberg)) (, ,) (NP (NP (NN chair)) (PP (IN of) (NP (NP (DT the) (FW Pro) (NNP Bono) (NNP Project)) (PP (IN for) (NP (NNP Larimer) (NNP County))))))) (. .)))	(ROOT (S (NP (DT The) (NN program)) (VP (VBZ is) (ADJP (RB very) (JJ unpredictable))) (. .)))	The advantage of our program is its predictability, said Amy Rosenberg, chair of the Pro Bono Project for Larimer County. 	The program is very unpredictable.	contradiction	contradiction
82161	81740	81740e	fiction	( ( H ( 'm . ) ) ( ( The lawyer ) ( ( ( ( rose , ) and ) ( paced ( slowly ( ( up and ) down ) ) ) ) . ) ) )	( ( The lawyer ) ( ( ( ( stood up ) and ) ( ( paced ( ( up and ) down ) ) slowly ) ) . ) )	(ROOT (S (S (NP (NNP H)) (VP (VBP 'm)) (. .)) (NP (DT The) (NN lawyer)) (VP (VP (VBD rose)) (, ,) (CC and) (VP (VBD paced) (ADVP (RB slowly) (RB up) (CC and) (RB down)))) (. .)))	(ROOT (S (NP (DT The) (NN lawyer)) (VP (VP (VBD stood) (PRT (RP up))) (CC and) (VP (VBD paced) (PRT (RP up) (CC and) (RP down)) (ADVP (RB slowly)))) (. .)))	H'm. The lawyer rose, and paced slowly up and down.	The lawyer stood up and paced up and down slowly.	entailment	entailment
189038	15050	15050n	slate	( ( Of course ) ( , ( ( the ( Direct ( Hit study ) ) ) ( ( ( does n't ) ( mean ( that ( ( no one ) ( is ( going ( to ( the ( Gore site ) ) ) ) ) ) ) ) ) . ) ) ) )	( ( The ( Direct ( Hit study ) ) ) ( ( will ( ( ( send ( ( most people ) ( to ( the ( Gore sight ) ) ) ) ) , ) ( at ( ( some point ) ( during ( the study ) ) ) ) ) ) . ) )	(ROOT (S (PP (IN Of) (NP (NN course))) (, ,) (NP (DT the) (NNP Direct) (NNP Hit) (NN study)) (VP (VBZ does) (RB n't) (VP (VB mean) (SBAR (IN that) (S (NP (DT no) (NN one)) (VP (VBZ is) (VP (VBG going) (PP (TO to) (NP (DT the) (NNP Gore) (NN site))))))))) (. .)))	(ROOT (S (NP (DT The) (NNP Direct) (NNP Hit) (NN study)) (VP (MD will) (VP (VB send) (NP (NP (JJS most) (NNS people)) (PP (TO to) (NP (DT the) (NNP Gore) (NN sight)))) (, ,) (PP (IN at) (NP (NP (DT some) (NN point)) (PP (IN during) (NP (DT the) (NN study))))))) (. .)))	Of course, the Direct Hit study doesn't mean that no one is going to the Gore site.	The Direct Hit study will send most people to the Gore sight, at some point during the study.	neutral	neutral
195540	102149	102149n	telephone	( yeah ( ( ( they ( ( do n't ) ( ask ( us ( ( do they ) ( no ( you know ) ) ) ) ) ) ) and ) ( it ( ( ( 's ( really hard ) ) ( i ( think ( on ( the immigrants ) ) ) ) ) ( because ( they ( ( come over ) here ) ) ) ) ) ) )	( They ( ( will ( start ( ( asking us ) ( questions ( in ( the future ) ) ) ) ) ) . ) )	(ROOT (S (VP (VB yeah) (S (S (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB ask) (S (NP (PRP us)) (VP (VB do) (NP (PRP they)) (ADVP (RB no) (SBAR (S (NP (PRP you)) (VP (VBP know)))))))))) (CC and) (S (NP (PRP it)) (VP (VBZ 's) (ADJP (RB really) (JJ hard)) (SBAR (S (NP (FW i)) (VP (VBP think) (PP (IN on) (NP (DT the) (NNS immigrants)))))) (SBAR (IN because) (S (NP (PRP they)) (VP (VBP come) (PRT (RP over)) (ADVP (RB here)))))))))))	(ROOT (S (NP (PRP They)) (VP (MD will) (VP (VB start) (S (VP (VBG asking) (NP (PRP us)) (NP (NP (NNS questions)) (PP (IN in) (NP (DT the) (NN future)))))))) (. .)))	yeah they don't ask us do they  no you know and it's really hard i think on the immigrants because they come over here	They will start asking us questions in the future.	neutral	neutral
197518	89419	89419e	government	( ( Consequently ( it ( is ( ( ( necessary ( to ( ( adjust ( ( the percentage ) ( of ( ( delivery costs ) ( for ( these posts ) ) ) ) ) ) ( to ( ( the level ) ( it ( would ( be ( with ( ( six deliveries ) ( per week ) ) ) ) ) ) ) ) ) ) ) ( -LRB- ( ( as ( in ( the U.S. ) ) ) -RRB- ) ) ) ( When ( ( ( the percentage ) ( of ( delivery cost ) ) ) ( is ( ( ( increased or ) decreased ) ( for ( a ( given post ) ) ) ) ) ) ) ) ) ) ) ( , ( ( ( the percentage ) ( of ( mail ( processing cost ) ) ) ) ( ( is ( ( ( decreased or ) increased ) accordingly ) ) . ) ) ) )	( ( Adjusting ( the ( delivery costs ) ) ) ( percentages ( ( is necessary ) . ) ) )	(ROOT (S (S (ADVP (RB Consequently)) (NP (PRP it)) (VP (VBZ is) (ADJP (ADJP (JJ necessary) (S (VP (TO to) (VP (VB adjust) (NP (NP (DT the) (NN percentage)) (PP (IN of) (NP (NP (NN delivery) (NNS costs)) (PP (IN for) (NP (DT these) (NNS posts)))))) (PP (TO to) (NP (NP (DT the) (NN level)) (SBAR (S (NP (PRP it)) (VP (MD would) (VP (VB be) (PP (IN with) (NP (NP (CD six) (NNS deliveries)) (PP (IN per) (NP (NN week))))))))))))))) (PRN (-LRB- -LRB-) (PP (RB as) (IN in) (NP (DT the) (NNP U.S.))) (-RRB- -RRB-)) (SBAR (WHADVP (WRB When)) (S (NP (NP (DT the) (NN percentage)) (PP (IN of) (NP (NN delivery) (NN cost)))) (VP (VBZ is) (VP (VBN increased) (CC or) (VBN decreased) (PP (IN for) (NP (DT a) (VBN given) (NN post)))))))))) (, ,) (NP (NP (DT the) (NN percentage)) (PP (IN of) (NP (NN mail) (NN processing) (NN cost)))) (VP (VBZ is) (VP (VBN decreased) (CC or) (VBN increased) (ADVP (RB accordingly)))) (. .)))	(ROOT (S (S (VP (VBG Adjusting) (NP (DT the) (NN delivery) (NNS costs)))) (NP (NNS percentages)) (VP (VBZ is) (ADJP (JJ necessary))) (. .)))	Consequently it is necessary to adjust the percentage of delivery costs for these posts to the level it would be with six deliveries per week (as in the U.S.) When the percentage of delivery cost is increased or decreased for a given post, the percentage of mail processing cost is decreased or increased accordingly.	Adjusting the delivery costs percentages is necessary.	entailment	entailment
25419	49248	49248e	fiction	( ` ( You ( ( can ( go now ) ) . ) ) )	( You ( ( are ( allowed ( to ( leave now ) ) ) ) . ) )	(ROOT (S (`` `) (NP (PRP You)) (VP (MD can) (VP (VB go) (ADVP (RB now)))) (. .)))	(ROOT (S (NP (PRP You)) (VP (VBP are) (VP (VBN allowed) (S (VP (TO to) (VP (VB leave) (ADVP (RB now))))))) (. .)))	'You can go now.	You are allowed to leave now.	entailment	entailment
311561	58622	58622n	slate	( ( The scoops ) ( ( ( are mostly ) ( ( recycled articles ) ( by ( ( Ruddy and ) Evans-Pritchard ) ) ) ) . ) )	( It ( ( ( ( was ( found ( that ( ( ( Ruddy and ) Evans-Pritchard ) ( were ( beginning ( to ( ( run out ) ( of ideas ) ) ) ) ) ) ) ) ) and ) ( were ( ( recycling ( old articles ) ) ( to ( get views ) ) ) ) ) . ) )	(ROOT (S (NP (DT The) (NN scoops)) (VP (VBP are) (ADVP (RB mostly)) (VP (VBN recycled) (NP (NNS articles)) (PP (IN by) (NP (NNP Ruddy) (CC and) (NNP Evans-Pritchard))))) (. .)))	(ROOT (S (NP (PRP It)) (VP (VP (VBD was) (VP (VBN found) (SBAR (IN that) (S (NP (NNP Ruddy) (CC and) (NNP Evans-Pritchard)) (VP (VBD were) (VP (VBG beginning) (S (VP (TO to) (VP (VB run) (PRT (RP out)) (PP (IN of) (NP (NNS ideas)))))))))))) (CC and) (VP (VBD were) (VP (VBG recycling) (NP (JJ old) (NNS articles)) (S (VP (TO to) (VP (VB get) (NP (NNS views)))))))) (. .)))	The scoops are mostly recycled articles by Ruddy and Evans-Pritchard.	It was found that Ruddy and Evans-Pritchard were beginning to run out of ideas and were recycling old articles to get views.	neutral	neutral
56450	98737	98737e	travel	( ( Mangrove ( ( trees and ) shrubs ) ) ( ( ( grow ( on ( coastal marshland ) ) ) ( in ( ( the ( brackish zone ) ) ( between ( ( ( the sea ) and ) ( fresh water ) ) ) ) ) ) . ) )	( ( Mangrove trees ) ( ( grow ( on ( the coast ) ) ) . ) )	(ROOT (S (NP (JJ Mangrove) (NNS trees) (CC and) (NNS shrubs)) (VP (VBP grow) (PP (IN on) (NP (JJ coastal) (NN marshland))) (PP (IN in) (NP (NP (DT the) (JJ brackish) (NN zone)) (PP (IN between) (NP (NP (DT the) (NN sea)) (CC and) (NP (JJ fresh) (NN water))))))) (. .)))	(ROOT (S (NP (JJ Mangrove) (NNS trees)) (VP (VBP grow) (PP (IN on) (NP (DT the) (NN coast)))) (. .)))	Mangrove trees and shrubs grow on coastal marshland in the brackish zone between the sea and fresh water.	Mangrove trees grow on the coast.	entailment	entailment
340228	141949	141949e	slate	( ( All ( these advertisements ) ) ( may ( be ( insulting ( to ( ( one 's ) ( ( intelligence or ) taste ) ) ) ) ) ) )	( People ( ( may ( feel ( that ( ( the advertisements ) ( are ( insulting ( their taste ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (PDT All) (DT these) (NNS advertisements)) (VP (MD may) (VP (VB be) (ADJP (JJ insulting) (PP (TO to) (NP (NP (CD one) (POS 's)) (NN intelligence) (CC or) (NN taste))))))))	(ROOT (S (NP (NNS People)) (VP (MD may) (VP (VB feel) (SBAR (IN that) (S (NP (DT the) (NNS advertisements)) (VP (VBP are) (VP (VBG insulting) (NP (PRP$ their) (NN taste)))))))) (. .)))	All these advertisements may be insulting to one's intelligence or taste	People may feel that the advertisements are insulting their taste.	entailment	entailment
