65082	telephone	seems i read	it does not appear as though I read	contradiction
123306	fiction	Tuppence, old bean! The two young people greeted each other affectionately, and momentarily blocked the Dover Street Tube exit in doing so.	The two young people greeted each other in the Dover Street Tube exit.	entailment
140121	fiction	If I'm not greatly mistaken, he's got something up his sleeve. 	He doesn't seem to be hiding anything.	contradiction
51216	fiction	Of course I am.	I guarantee that I am.	entailment
67266	government	He and his schoolteacher wife, Linda, probably didn't know they were starting out on the poor side.	His wife, Linda, was a teacher at a local college	neutral
109497	travel	The Barrier Gate (Portas do Cerco), which was built more than a century ago, marks the boundary between the enclave of Macau and the People's Republic of China.	Macau and the People's Republic of China are separated by the Portas do Cerco.	entailment
44902	government	The principal legislative history accompanying the Act16 chronicled the different access problems GAO had encountered in obtaining records to which it was legally entitled, including aserious access to records difficulties at the White House.	A	entailment
38460	fiction	 he said, still looking at Tommy.	He looked at Tommy as he said it.	entailment
49072	telephone	oh i'm glad my husband's not like that either i'd kill him  my brother's like that and um	My brother is like that, and he sleeps around in random places.	neutral
59429	fiction	Wardmaid clearly to blame! 	The wardmaid was to blame. 	entailment
100222	travel	Players bet on the numbers that will come up, and on whether the result will be big or small. 	The odds of players winning was minuscule.	neutral
17783	telephone	well i think probably more people you know would participate if they just made it a little easier and like you say make it um	Nobody is participating.	contradiction
12424	telephone	so have you have you been just been out of school what i guess four years yeah	I graduated 6 years ago.	neutral
85907	slate	As before, many of those charming pups will, in two years, grow up into charmless dogs.	The puppies double in size in a couple of years.	neutral
24233	slate	What a heartwarming story!	The story made people smile and laugh.	neutral
1752	slate	I feel, however, that children need holiday celebrations, and I like the traditions, feeling they give meaning to life.	Children need to celebrate holidays, I enjoy having traditions they make life better.	entailment
22678	travel	At the end of the Via Sacra, the Arch of Titus commemorates the sack of Jerusalem in a.d. 70.	The sack of Jerusalem happened in a.d. 136 and was lead by Julius Caesar.	contradiction
72823	government	ISSUES FOR WHICH CHANGES WERE MADE TO THE PROPOSED STANDARDS	PROBLEMS FOR WHICH CHANGES WERE MADE TO THE PROPOSED STANDARDS	entailment
72799	travel	On its outskirts the road croses a river where you may see children fishing or swimming off flat rocks, and women and girls washing clothes as they do in all 14 of Basse-Terre's major rivers.	Woman and girls are not washing clothes in the river.	contradiction
90990	government	GP2 synthetic seawater, made from reagent grade chemical salts (30 ) in conjunction with natural seawater, may also be used if recommended.	There is not much difference between real and synthetic seawater. 	neutral
