index	sentence1	sentence2	label
1462	Climatologists believe artificially induced climate change is the reason Australia is destined for the warmest year on record. Temperatures so far this year have averaged one degree above the 30-year average, the Bureau of Meteorology (BOM) told the Greenhouse 2005 - Action in Climate Change Conference being held in Melbourne this week. The head of the National Climate Centre, Michael Coughlan, says Australia has had the warmest ever first 10 months of 2005, and seems likely to be a record-breaking year.	Bad weather creates problems.	not_entailment
519	Vice-President  Álvaro Marcelo García Linera, a principal author of the draft constitution, hailed Sunday's referendum results, saying, "this will be an egalitarian Bolivia, a Bolivia that leaves behind a dark, colonial, racist past." Linera, however, has acknowledged that the government has provoked deep divisions and faces vehement oppositions from many of the traditional elite, coming from many mixed-race people in the fertile eastern lowlands which rejected the draft charter.  "I am not saying there will be no more conflict, there will be tensions for a while, I say a decade ... but we will have built a state on three principles: the economy under state control, equality, and the territorial decentralization of power," he said. The new constitution was rejected in four opposition-controlled regions: the tropical lowlands of Pando, Santa Cruz, Tarija and Beni, which contain most of Bolivia's natural gas production and are responsible for most of its agricultural output.	Álvaro Marcelo García Linera belongs to the republican party.	not_entailment
152	Civic Alliance, the umbrella group of civic groups involved in rebuilding, hosted a large, public, town-hall meeting for 5,000 people, called "Listening to the City" in July 2002.	The Civic Alliance is an umbrella group.	entailment
2211	Alleged terrorists today, killed Dolores Hinostroza, the mayor of Mulqui district, shooting her five times.	The mayor of Mulqui district was murdered with a firearm.	entailment
1134	Scientists have uncovered soft bone tissue of a Tyrannosaurus Rex known as MOR 1125, found in a sandstone formation in Montana. MOR 1125 was 18 years old when it died, 65 million years ago. Similar tissue of a dinosaur has never been found before, as all remains found until now were fosilized. The tissue still contains microscopic structures resembling bloodvessels and cells. The comparison between the structures found in the T-rex and a modern day Ostrich shows a remarkable similarity. The results have been duplicated with an 80-million-year-old hadrosaur and two other tyrannosaurs. The discovery was reported in today's issue of Science. Results similar to the popular film "Jurassic park" are unlikely, as the recovery of DNA from the tissue is improbable. The results remain astounding, however, and tests with antibodies that react to collagen shows the tissue may still contain proteins. "Ultimately if we could establish chemical composition, we would have insights into all kinds of things: diet, sexual maturity, whether the specimen is the male or female.", paleontologist Hans-Dieter Sues said.	Paleontologist Hans-Dieter Sues and other scientists discovered a T Rex bone in Montana.	not_entailment
83	Ruth bounced back from his 1925 ailments and problems to lead the American League in home runs with 47, 28 home runs more than anyone else.	Ruth hit 47 runs in his lifetime.	not_entailment
537	The world's oldest known child has been discovered in East Africa in an area known appropriately as the Cradle of Humanity.  The 3.3-million-year-old fossilized toddler was uncovered in north Ethiopia's badlands along the Great Rift Valley (map of Ethiopia). The skeleton, belonging to the primitive human species Australopithecus afarensis, is remarkable for its age and completeness, even for a region spectacularly rich in fossils of our ancient ancestors, experts say.  The new find may even trump the superstar fossil of the same species: "Lucy," a 3.2-million-year-old adult female discovered nearby in 1974 that reshaped theories of human evolution. (Related: "Fossil Find Is Missing Link in Human Evolution, Scientists Say" [April 2006].) .	Lucy fossils have been discovered 3.3 million years ago.	not_entailment
1825	Former Peruvian President Alberto Fujimori has been sentenced to 25 years in jail for ordering killings and kidnappings by security forces. At the end of a 15-month trial, judges found him guilty of two death-squad killings of 25 people during the conflict with guerrillas in the 1990s. After being sentenced, Mr Fujimori said he would appeal against the verdict. Human rights group Amnesty International described the verdict as "a milestone in the fight for justice".	Alberto Fujimori has been sentenced to life in prison.	not_entailment
721	The Daily Mail has confirmed it has pulled out of the bidding for rival newspaper the Daily Telegraph.	Daily telegraph is sold.	not_entailment
1985	In August, Gates' foundation gave Yunus' Grameen Foundation 1.5 million for a program to extend its microfinance programs to 5 million more of the world's poorest families. Three years ago, tech entrepreneur Craig McCaw provided 2 million to start up the Grameen Technology Center, which is using microcredit to finance cheap mobile service for people in Uganda and Rwanda.	Gates' foundation extends its microfinance programs to 5 million more of the world's poorest families.	not_entailment
