id	qid1	qid2	question1	question2	is_duplicate
208707	277214	168664	What is the difference between mirin and rice wine?	What is the difference between rice vinegar and rice wine vinegar?	0
9999	19412	19413	What are the most respected and informative textbooks for studying undergraduate-level organic chemistry?	What are Caltech's required and recommended textbooks for undergraduate organic chemistry courses?	0
379719	511256	511257	What are the suggestions on renewable grid integration?	What are the Suggestions for renewable energy grid integration?	1
82387	59327	139707	How are sea breezes and land breezes alike and different?	How are land and sea breezes different?	1
66333	114989	71014	Which is a suitable solar panel installation provider near Homeland, California CA?	Which is a suitable solar panel installation provider in Albany, California CA?	0
284829	405163	30782	Money or happiness?	How can you look at someone's private Instagram account without following them?	0
337941	155291	185624	What is GDP? And explain in simple terms?	What is GDP? How is it calculated?	0
270268	388130	102808	How long does it take to make a new language?	How long does it take to learn a new language?	0
391382	523976	523977	Why do registrars continually increase the price of top level domains?	How can I get a pseudo top-level domain?	0
106412	57951	63598	What are some ways to lose 30 pound in 1 month?	What is the fastest way to lose 30 pounds in 1 month?	1
