0,collapse
0,worse criticism and rejection
0,ruined
0,could accept
0,combative talk
0,will once again feel
0,breaking their limbs
0,unprecedented in the history of the comity of nations
1,a human virtue
1,smiling
0,"it can not be taken into consideration , as long as the war against terrorism is far from over"
0,threatened
1,early
0,criticism
1,defended
0,the axis of evil
0,the charges were not just fabricated
1,our friends and allies
0,killed and injured thousands of innocent afghans
1,celebrated
