id	qid1	qid2	question1	question2	is_duplicate
317827	443090	443091	Are Stephen Hawking theories fictional?	Do you believe Stephen Hawking's theory that mankind has only 1,000 more years on Earth?	0
57205	100554	100555	"What impact is the ""Make In India"" campaign going to make in the future?"	"Do you want to see ""Make in India"" or ""Made in India""?"	0
383183	22703	8535	How does starving help to lose weight?	What are the pros and cons of strarving yourself in order to lose weight?	1
314124	438812	438813	Who is jack in Fight Club?	Does watching Fight Club encourage you or distract you?	0
86157	145340	145341	What happens to the preflight/departure Aircraft engineer and Technician if the aircraft meets with an unfortunate mishap?	Puerto Rico has no fighter jets in the island, what would happen if an unauthorized aircraft was spotted approaching Puerto Rico and does not turn?	0
310396	66348	40368	How do create a website?	How do I start my own website?	1
42349	76327	76328	Can you turn the Tesla S center console off while driving to avoid light?	Why is it important to turn fog lights off after leaving a foggy area?	0
47523	84840	84841	What does a 3.0L V6 engine mean?	What's the difference between a V4 and V6 engine?	0
65131	113083	113084	What does ECR and ECNR mean on an Indian passport?	Can I get a transit visa in Turkey with 6.5 hrs layover in Istanbul airport? I hold an Indian passport.	0
400864	534231	495369	How much is it possible to get home state posting for tax assistant through SSC CGL?	Is it possible to get home state postings in SSC CGL?	0
351224	480055	480056	How do I prepare schedule for Maharashtra HSC board?	Where could I learn violin in Bhopal?	0
253144	367620	37371	Should I start writing?	How do you start writing?	0
235406	346113	346114	Is ASA eye surgery detectable by doctors?	Is laser eye surgery worth getting?	0
380233	475481	511838	What do teenage boys think about girls?	What do teenage boys think when a girl stares at them?	0
390512	523024	509900	How can I understand somebody who is a sociopath?	How can I know if someone is a sociopath?	1
206245	309610	309611	What is the best learning path for SDN from scratch for non technical person?	What's the best way to learn ActionScript 3.0 on Flash Develop from scratch?	0
281525	401303	401304	With 476 rank in UP, what are the chances of getting GSVM Kanpur at the end of UP NEET State counselling?	"What is the significance of Pablo Picasso's ""The Roaster"" painting?"	0
379003	510496	454478	What is a suitable inpatient drug and alcohol rehab center near Carroll County KY?	Which is a good inpatient drug and alcohol rehab center near Monroe County KY?	0
94243	157428	157429	What is an FX format?	Can you share some of the weirdest things you have done in a plane?	0
323410	449371	202722	Does lamictal cause hair loss?	Can scalp psoriasis cause hair loss?	0
