1752	slate	I feel, however, that children need holiday celebrations, and I like the traditions, feeling they give meaning to life.	Children need to celebrate holidays, I enjoy having traditions they make life better.	entailment
100222	travel	Players bet on the numbers that will come up, and on whether the result will be big or small. 	The odds of players winning was minuscule.	neutral
85907	slate	As before, many of those charming pups will, in two years, grow up into charmless dogs.	The puppies double in size in a couple of years.	neutral
72823	government	ISSUES FOR WHICH CHANGES WERE MADE TO THE PROPOSED STANDARDS	PROBLEMS FOR WHICH CHANGES WERE MADE TO THE PROPOSED STANDARDS	entailment
44902	government	The principal legislative history accompanying the Act16 chronicled the different access problems GAO had encountered in obtaining records to which it was legally entitled, including aserious access to records difficulties at the White House.	A	entailment
17783	telephone	well i think probably more people you know would participate if they just made it a little easier and like you say make it um	Nobody is participating.	contradiction
109497	travel	The Barrier Gate (Portas do Cerco), which was built more than a century ago, marks the boundary between the enclave of Macau and the People's Republic of China.	Macau and the People's Republic of China are separated by the Portas do Cerco.	entailment
12424	telephone	so have you have you been just been out of school what i guess four years yeah	I graduated 6 years ago.	neutral
38460	fiction	 he said, still looking at Tommy.	He looked at Tommy as he said it.	entailment
67266	government	He and his schoolteacher wife, Linda, probably didn't know they were starting out on the poor side.	His wife, Linda, was a teacher at a local college	neutral
