0,the film starts out as competent but unremarkable . . . and gradually grows into something of considerable power .
1,that all changes when a teammate is mysteriously stabbed during a ball field brawl .
1,the story begins in the demilitarised zone between north and south korea with a spectacular high-speed hovercraft chase and continues via hong kong to cuba and london where bond meets up with the two ladies who are to play such important and differing roles in his quest to unmask a traitor and to prevent a war of catastrophic consequence .
1,"unaware that they're transporting a cache' of money , along with jimmy hoffa's finger ( street valued at $25 mil ) , they find themselves thwarting pursuers as they manipulate their way out west ."
1,bullying students are becoming deathly ill after screaming the name of a legendary ghost .
1,"it's a love story in havana at the begining of the 19th century , between a young women from hait&#237 ; and a german man ."
0,beautifully crafted and cooly unsettling . . . recreates the atmosphere of the crime expertly .
1,"touted as an unofficial sequel to his 1989 hit sex , lies , and videotape , this arty film-within-a-film ( which was shot in just 18 days ) revolves around seven people with little in common whose lives collide ."
0,"i complain all the time about seeing the same ideas repeated in films over and over again , but the bourne identity proves that a fresh take is always possible ."
0," "" the emperor's new clothes "" begins with a simple plan . . . . well , at least that's the plan ."
