index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	gold_label
138856	76798	76798e	slate	( ( Most ( of ( the costs ) ) ) ( ( are ( ( ( imposed ( on ( their ( other ( beloved children ) ) ) ) ) , ) ( while ( ( many ( of ( the benefits ) ) ) ( are ( dispersed ( among strangers ) ) ) ) ) ) ) . ) )	( ( Their children ) ( ( ( ( pay ( most ( of ( the costs ) ) ) ) , ) ( while ( strangers ( enjoy ( many ( of ( the benefits ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (JJS Most)) (PP (IN of) (NP (DT the) (NNS costs)))) (VP (VBP are) (VP (VBN imposed) (PP (IN on) (NP (PRP$ their) (JJ other) (JJ beloved) (NNS children))) (, ,) (SBAR (IN while) (S (NP (NP (JJ many)) (PP (IN of) (NP (DT the) (NNS benefits)))) (VP (VBP are) (VP (VBG dispersed) (PP (IN among) (NP (NNS strangers))))))))) (. .)))	(ROOT (S (NP (PRP$ Their) (NNS children)) (VP (VBP pay) (NP (NP (JJS most)) (PP (IN of) (NP (DT the) (NNS costs)))) (, ,) (SBAR (IN while) (S (NP (NNS strangers)) (VP (VBP enjoy) (NP (NP (JJ many)) (PP (IN of) (NP (DT the) (NNS benefits)))))))) (. .)))	Most of the costs are imposed on their other beloved children, while many of the benefits are dispersed among strangers.	Their children pay most of the costs, while strangers enjoy many of the benefits. 	entailment	entailment
75434	136087	136087c	government	( ( In ( some instances ) ) ( , ( ( ( only ( one component ) ) ( of ( a ( case study ) ) ) ) ( ( may ( be ( analyzed ( in ( this way ) ) ) ) ) . ) ) ) )	( It ( ( ( 's always ) ( possible ( to ( analyze ( ( a ( case study ) ) ( this way ) ) ) ) ) ) . ) )	(ROOT (S (PP (IN In) (NP (DT some) (NNS instances))) (, ,) (NP (NP (RB only) (CD one) (NN component)) (PP (IN of) (NP (DT a) (NN case) (NN study)))) (VP (MD may) (VP (VB be) (VP (VBN analyzed) (PP (IN in) (NP (DT this) (NN way)))))) (. .)))	(ROOT (S (NP (PRP It)) (VP (VBZ 's) (ADVP (RB always)) (ADJP (JJ possible) (S (VP (TO to) (VP (VB analyze) (NP (NP (DT a) (NN case) (NN study)) (NP (DT this) (NN way)))))))) (. .)))	In some instances, only one component of a case study may be analyzed in this way.	It's always possible to analyze a case study this way.	contradiction	contradiction
267453	135813	135813e	slate	( I ( ( ( 've always ) ( liked ( ( ( ( ( ( ( John ( La Care ) ) , ) ( Le Carrier ) ) , ) or ) however ) ( you ( pronounce ( his name ) ) ) ) ) ) . ) )	( ( ( ( ( I ( ( do n't ) ( know ( how ( to ( pronounce ( his name ) ) ) ) ) ) ) , ) but ) ( I ( ( 've always ) ( been ( ( a fan ) ( of ( John LaCare ) ) ) ) ) ) ) . )	(ROOT (S (NP (PRP I)) (VP (VBP 've) (ADVP (RB always)) (VP (VBN liked) (NP (NP (NNP John) (NNP La) (NNP Care)) (, ,) (NP (NNP Le) (NNP Carrier)) (, ,) (CC or) (ADVP (RB however)) (SBAR (S (NP (PRP you)) (VP (VB pronounce) (NP (PRP$ his) (NN name)))))))) (. .)))	(ROOT (S (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB pronounce) (NP (PRP$ his) (NN name))))))))) (, ,) (CC but) (S (NP (PRP I)) (VP (VBP 've) (ADVP (RB always)) (VP (VBN been) (NP (NP (DT a) (NN fan)) (PP (IN of) (NP (NNP John) (NNP LaCare))))))) (. .)))	I've always liked John La Care, Le Carrier, or however you pronounce his name.	I don't know how to pronounce his name, but I've always been a fan of John LaCare.	entailment	entailment
122917	72461	72461n	telephone	( we ( both ( ( decided ( on ( a Devonrex ) ) ) ( though ( it ( 's ( ( sort of ) ( ( like ( a Sphinx ) ) ( it ( 's ( a ( ( very short ) ( haired cat ) ) ) ) ) ) ) ) ) ) ) ) )	( ( The Devronrex ) ( ( ( does not ) ( shed ( very much ) ) ) . ) )	(ROOT (S (NP (PRP we)) (VP (ADVP (DT both)) (VBD decided) (PP (IN on) (NP (DT a) (NNP Devonrex))) (SBAR (IN though) (S (NP (PRP it)) (VP (VBZ 's) (VP (ADVP (NN sort) (IN of)) (JJ like) (NP (DT a) (NN Sphinx)) (SBAR (S (NP (PRP it)) (VP (VBZ 's) (NP (DT a) (ADJP (RB very) (JJ short)) (JJ haired) (NN cat))))))))))))	(ROOT (S (NP (DT The) (NNP Devronrex)) (VP (VBZ does) (RB not) (VP (VB shed) (ADJP (RB very) (JJ much)))) (. .)))	we both decided on a Devonrex though it's sort of like a Sphinx it's a very short haired cat	The Devronrex does not shed very much.	neutral	neutral
21167	14576	14576e	slate	( ( They ( do not ) ) ( , ( they ( ( ( ( say , ) value ) ( ( a stock ) ( by ( looking ( at ( future earnings ) ) ) ) ) ) . ) ) ) )	( ( To them ) ( , ( ( ( the value ) ( of stock ) ) ( ( ( is n't ) ( ( a question ) ( of ( ( ( how much ) money ) ( it ( will ( ( earn you ) ( in future ) ) ) ) ) ) ) ) . ) ) ) )	(ROOT (S (S (NP (PRP They)) (VP (VBP do) (RB not))) (, ,) (NP (PRP they)) (VP (VBP say) (, ,) (VBP value) (NP (NP (DT a) (NN stock)) (PP (IN by) (S (VP (VBG looking) (PP (IN at) (NP (JJ future) (NNS earnings)))))))) (. .)))	(ROOT (S (PP (TO To) (NP (PRP them))) (, ,) (NP (NP (DT the) (NN value)) (PP (IN of) (NP (NN stock)))) (VP (VBZ is) (RB n't) (NP (NP (DT a) (NN question)) (PP (IN of) (SBAR (WHNP (WHADJP (WRB how) (JJ much)) (NN money)) (S (NP (PRP it)) (VP (MD will) (VP (VB earn) (NP (PRP you)) (PP (IN in) (NP (NN future)))))))))) (. .)))	They do not, they say, value a stock by looking at future earnings.	To them, the value of stock isn't a question of how much money it will earn you in future.	entailment	entailment
221628	25406	25406c	travel	( ( In ( the interior ) ) ( , ( ( the ( same ( exuberant artistry ) ) ) ( ( can ( be ( admired ( in ( ( ( the ( sculpted ( wood ( organ frame ) ) ) ) and ) ( ( the ( stone tracery ) ) ( of ( the ( spiral staircase ) ) ) ) ) ) ) ) ) . ) ) ) )	( ( The ( spiral staircase ) ) ( ( ( is not ) ( made ( of stone ) ) ) . ) )	(ROOT (S (PP (IN In) (NP (DT the) (NN interior))) (, ,) (NP (DT the) (JJ same) (NN exuberant) (NN artistry)) (VP (MD can) (VP (VB be) (VP (VBN admired) (PP (IN in) (NP (NP (DT the) (JJ sculpted) (NN wood) (NN organ) (NN frame)) (CC and) (NP (NP (DT the) (NN stone) (NN tracery)) (PP (IN of) (NP (DT the) (NN spiral) (NN staircase))))))))) (. .)))	(ROOT (S (NP (DT The) (NN spiral) (NN staircase)) (VP (VBZ is) (RB not) (VP (VBN made) (PP (IN of) (NP (NN stone))))) (. .)))	In the interior, the same exuberant artistry can be admired in the sculpted wood organ frame and the stone tracery of the spiral staircase.	The spiral staircase is not made of stone.	contradiction	contradiction
91237	78328	78328e	slate	( ( ( ( ( ( ( ( The book ) ( that resulted ) ) , ) Bosnia ) and ) ( ( the Failure ) ( of ( the West ) ) ) ) , ) ( ( is ( ( an ( unrelenting indictment ) ) ( of ( ( the ( international ( community 's ) ) ) ( ( inability ( -- ( or ( unwillingness -- ) ) ) ) ( to ( ( ( step in ) and ) ( stop ( the killing ) ) ) ) ) ) ) ) ) . ) )	( ( The ( international community ) ) ( ( ( did nothing ) ( to ( stop ( the killing ) ) ) ) . ) )	(ROOT (S (NP (NP (NP (DT The) (NN book)) (SBAR (WHNP (WDT that)) (S (VP (VBD resulted))))) (, ,) (NP (NNP Bosnia)) (CC and) (NP (NP (DT the) (NN Failure)) (PP (IN of) (NP (DT the) (NNP West)))) (, ,)) (VP (VBZ is) (NP (NP (DT an) (VBG unrelenting) (NN indictment)) (PP (IN of) (NP (NP (DT the) (JJ international) (NN community) (POS 's)) (NN inability) (PRN (: --) (CC or) (NP (NN unwillingness)) (: --)) (S (VP (TO to) (VP (VP (VB step) (PRT (RP in))) (CC and) (VP (VB stop) (NP (DT the) (NN killing)))))))))) (. .)))	(ROOT (S (NP (DT The) (JJ international) (NN community)) (VP (VBD did) (NP (NN nothing)) (S (VP (TO to) (VP (VB stop) (NP (DT the) (NN killing)))))) (. .)))	The book that resulted,  Bosnia and the Failure of the West , is an unrelenting indictment of the international community's inability--or unwillingness--to step in and stop the killing.	The international community did nothing to stop the killing.	entailment	entailment
136235	86045	86045n	travel	( ( Also ( on ( this square ) ) ) ( ( is ( the ( Bhairavnath Temple ) ) ) . ) )	( ( On ( this square ) ) ( ( ( are many ) ( ( other temples ) ( to visit ) ) ) . ) )	(ROOT (SINV (PP (ADVP (RB Also)) (IN on) (NP (DT this) (NN square))) (VP (VBZ is)) (NP (DT the) (NNP Bhairavnath) (NNP Temple)) (. .)))	(ROOT (S (PP (IN On) (NP (DT this) (NN square))) (VP (VBP are) (ADJP (JJ many))) (NP (NP (JJ other) (NNS temples)) (PP (TO to) (NP (NN visit)))) (. .)))	Also on this square is the Bhairavnath Temple.	On this square are many other temples to visit.	neutral	neutral
5078	136475	136475c	slate	( They ( ( ( look ( to Washington ) ) ( to ( mitigate ( ( the ( new ( economy 's ) ) ) ( negative consequences ) ) ) ) ) . ) )	( They ( ( ( look ( to Russia ) ) ( to ( fix ( ( the ( new ( economy 's ) ) ) ( negative consequences ) ) ) ) ) . ) )	(ROOT (S (NP (PRP They)) (VP (VBP look) (PP (TO to) (NP (NNP Washington))) (S (VP (TO to) (VP (VB mitigate) (NP (NP (DT the) (JJ new) (NN economy) (POS 's)) (JJ negative) (NNS consequences)))))) (. .)))	(ROOT (S (NP (PRP They)) (VP (VBP look) (PP (TO to) (NP (NNP Russia))) (S (VP (TO to) (VP (VB fix) (NP (NP (DT the) (JJ new) (NN economy) (POS 's)) (JJ negative) (NNS consequences)))))) (. .)))	They look to Washington to mitigate the new economy's negative consequences.	They look to Russia to fix the new economy's negative consequences.	contradiction	contradiction
351306	5386	5386c	travel	( ( ( ( ( ( ( An ear ) ( ( is usually ) ( ( the signal ) ( for ( ( a lap ) ( of honour ) ) ) ) ) ) , ) and ) , ) ( if ( ( the crowd ) ( ( agrees ( with ( ( ( the award ) , ) ( ( ( flowers and ) botas ) ( of ( wine shower ) ) ) ) ) ) ( into ( the ring ) ) ) ) ) ) . )	( ( An eye ) ( ( is ( used ( to ( signal ( an honor ) ) ) ) ) . ) )	(ROOT (S (S (NP (DT An) (NN ear)) (VP (VBZ is) (ADVP (RB usually)) (NP (NP (DT the) (NN signal)) (PP (IN for) (NP (NP (DT a) (NN lap)) (PP (IN of) (NP (NN honour)))))))) (, ,) (CC and) (, ,) (SBAR (IN if) (S (NP (DT the) (NN crowd)) (VP (VBZ agrees) (PP (IN with) (NP (NP (DT the) (NN award)) (, ,) (NP (NP (NNS flowers) (CC and) (NNS botas)) (PP (IN of) (NP (NN wine) (NN shower)))))) (PP (IN into) (NP (DT the) (NN ring)))))) (. .)))	(ROOT (S (NP (DT An) (NN eye)) (VP (VBZ is) (VP (VBN used) (S (VP (TO to) (VP (VB signal) (NP (DT an) (NN honor))))))) (. .)))	An ear is usually the signal for a lap of honour, and, if the crowd agrees with the award, flowers and botas of wine shower into the ring.	An eye is used to signal an honor.	contradiction	contradiction
